Unnamed: 0,NO,발주번호,발주순번,납품번호,납품순번,추적요청번호,품번,품명,S/N관리 여부,출하승인자,납품수량,Box당 수량,출력 바코드 수
,1,4500010040,10,DO2026000040,1,,MD001007,DUCT_OIL SPLASH MOTOR SIDE_WS2001_A6061_NONE,QM665200,이OO,40,40,40
,2,4500010040,20,DO2026000040,2,,SA000795,GEROTOR_SMF5030_비전분말야금,QM665200,김OO,40,40,40
,3,4500010040,30,DO2026000040,3,,MD000195,"Slinger, HD300 DE Rotor, 20.280mm, 12L14",QM665200,장OO,40,40,40
,4,4500010040,40,DO2026000040,4,,MD000196,"Slinger, HD300 DE Rotor, 20.320mm, 12L14",QM665200,박OO,40,40,40
,5,4500010040,50,DO2026000040,5,,MD000197,"Retainer, RD700 NDE Bearing",QM665200,김OO,40,40,40
,6,4500010040,60,DO2026000040,6,,MD000267,"Key, RD900 22kW Rotator",QM665200,장OO,40,40,40
,7,4500010040,70,DO2026000040,7,,MD000268,"Ring, RD900/MK3000 Motor Rotator Spacer",QM665200,김OO,40,40,40
,8,4500010040,80,DO2026000040,8,,MD000269,"Pusher, RD900 Rotator",QM665200,이OO,40,40,40
,9,4500010040,90,DO2026000040,9,,MD000284,"Plate, RD900 Bypass 2-4 Stage",QM665200,박OO,40,40,40
,10,4500010040,100,DO2026000040,10,,MD000285,PLATE_BYPASS_RD900_1-2 STAGE_SUS304_NONE,QM665200,이OO,40,40,40
,11,4500010040,110,DO2026000040,11,,MD000292,RETAINER_BEARING_5211_S45C_NONE,QM665200,김OO,40,40,40
,12,4500010040,120,DO2026000040,12,,MD000337,PUSHER-SPLASHER,QM665200,김OO,40,40,40
