Unnamed: 0,NO,발주번호,발주순번,납품번호,납품순번,추적요청번호,품번,품명,S/N관리 여부,출하승인자,납품수량,Box당 수량,출력 바코드 수
,1,4500010071,10,DO2026000071,1,,MD000115,"Retainer, HD DE Bearing, S45C",QM665200,장OO,71,71,71
,2,4500010071,20,DO2026000071,2,,MD000184,"Slinger, HD550 Rev1 Motor Side",QM665200,김OO,71,71,71
,3,4500010071,30,DO2026000071,3,,MD000185,"Slinger, HD550 Rev1 Gear Side",QM665200,김OO,71,71,71
,4,4500010071,40,DO2026000071,4,,MD000187,"Holder, HD550 Rev1 Piston Ring Motor Side",QM665200,장OO,71,71,71
,5,4500010071,50,DO2026000071,5,,MD000188,"Holder, HD550 Rev1 Piston Ring Gear Side",QM665200,장OO,71,71,71
,6,4500010071,60,DO2026000071,6,,MD000190,"Slinger, HD DE, 15.240±0.005",QM665200,장OO,71,71,71
,7,4500010071,70,DO2026000071,7,,MD001146,RING_LABYRINTH_ID50.00*OD70.00*L11.2_S45C_NONE,QM665200,이OO,71,71,71
,8,4500010071,80,DO2026000071,8,,MD001147,SLINGER_ID40.02*OD49.6*L15.260_S45C_NONE,QM665200,장OO,71,71,71
,9,4500010071,90,DO2026000071,9,,MD001155,SLINGER_ID30.0*OD56.4*L10.1_S45C_NONE,QM665200,박OO,71,71,71
,10,4500010071,100,DO2026000071,10,,MD000266,LOCK NUT_FORCED DRIVE_M45X1.5P,QM665200,김OO,71,71,71
,11,4500010071,110,DO2026000071,11,,MD000326,"Oil Ring, MK700 Rev.2, S45C",QM665200,김OO,71,71,71
,12,4500010071,120,DO2026000071,12,,MD000333,BEARING STOPPER,QM665200,장OO,71,71,71
,13,4500010071,130,DO2026000071,13,,MD000344,"Retainer, MK3000 Bearing",QM665200,김OO,71,71,71
,14,4500010071,140,DO2026000071,14,,MD000345,"OIL RING, Pusher, MK3000",QM665200,장OO,71,71,71
,15,4500010071,150,DO2026000071,15,,MD000060,BLOCK_TUBE SUPPORT LOWER_3/8_A6061_NONE,QM665200,박OO,71,71,71
,16,4500010071,160,DO2026000071,16,,MD000061,BLOCK_TUBE SUPPORT UPPER_3/8_A6061_NONE,QM665200,박OO,71,71,71
,17,4500010071,170,DO2026000071,17,,MD000062,"Orifice, Tube Type, D0.3 Tube 1/4",QM665200,장OO,71,71,71
,18,4500010071,180,DO2026000071,18,,MD000011,"Plate Water Jacket Rotor Housing, DD255",QM665200,이OO,71,71,71
,19,4500010071,190,DO2026000071,19,,MD000025,"Plate Water Jacket Rotor Housing, SUS304, DD105",QM665200,이OO,71,71,71
,20,4500010071,200,DO2026000071,20,,MD000262,"Retainer, RD700 NDE Bearing",QM665200,장OO,71,71,71
