Unnamed: 0,NO,발주번호,발주순번,납품번호,납품순번,추적요청번호,품번,품명,S/N관리 여부,출하승인자,납품수량,Box당 수량,출력 바코드 수
,1,4500010085,10,DO2026000085,1,,MD001319,SPACER_IPEL_SPLASH DISK_HD200_A6061_NONE,QM665200,이OO,85,85,85
,2,4500010085,20,DO2026000085,2,,803A030,Stud BOLT,QM665200,박OO,85,85,85
,3,4500010085,30,DO2026000085,3,,MC000001,"Adapter, HD4500 Rev2 Casting Type",QM665200,장OO,85,85,85
,4,4500010085,40,DO2026000085,4,,MC000004,"Adapter, HD5500 Casting Type",QM665200,박OO,85,85,85
,5,4500010085,50,DO2026000085,5,,MC000005,"Adaptor, HD2400/3000 BP To DP Casting Type, None, GC250",QM665200,장OO,85,85,85
,6,4500010085,60,DO2026000085,6,,MC000006,"Adapter, RD3009L Casting Type",QM665200,김OO,85,85,85
,7,4500010085,70,DO2026000085,7,,MC000013,"Adaptor, XD1200 DP To BP Casting Type.",QM665200,이OO,85,85,85
,8,4500010085,80,DO2026000085,8,,MC000014,"Adaptor, HD3000 BP To DP Casting Type, None, GC250",QM665200,장OO,85,85,85
,9,4500010085,90,DO2026000085,9,,MC000573,ADAPTOR,QM665200,박OO,85,85,85
,10,4500010085,100,DO2026000085,10,,MC000574,ADAPTOR,QM665200,박OO,85,85,85
,11,4500010085,110,DO2026000085,11,,MC000748,Adaptor_BP TO DP_HD3500 GEN-1_CASTING,QM665200,장OO,85,85,85
,12,4500010085,120,DO2026000085,12,,MC000798,ADAPTOR,QM665200,이OO,85,85,85
,13,4500010085,130,DO2026000085,13,,MC000819,ADAPTOR_BP TO DP_HD3000 GEN-1 (수리용)_CASTING_GCD450_PAINT,QM665200,장OO,85,85,85
,14,4500010085,140,DO2026000085,14,,MD000045,ADAPTOR_GEAR*FORCED DRIVE_DD_S45C_NONE,QM665200,박OO,85,85,85
,15,4500010085,150,DO2026000085,15,,MD000097,"Cover, HD NDEC Filter, 109x127x5t, S45C",QM665200,이OO,85,85,85
,16,4500010085,160,DO2026000085,16,,MD000115,"Retainer, HD DE Bearing, S45C",QM665200,장OO,85,85,85
,17,4500010085,170,DO2026000085,17,,MD000184,"Slinger, HD550 Rev1 Motor Side",QM665200,장OO,85,85,85
