NO,발주번호,발주순번,납품번호,납품순번,추적요청번호,품번,품명,S/N관리 여부,출하승인자,납품수량,Box당 수량,출력 바코드 수
1,4500010016,10,DO2026000016,1,,MD000262,"Retainer, RD700 NDE Bearing",QM665200,박OO,17,16,16
2,4500010016,20,DO2026000016,2,,MD000314,BEARING STOPPER,QM665200,김OO,11,16,16
3,4500010016,30,DO2026000016,3,,MD000315,"OIL RING, PUSHER",QM665200,김OO,100,16,16
4,4500010016,40,DO2026000016,4,,MD000318,PUSHER-SPLASHER,QM665200,장OO,41,16,16
5,4500010016,50,DO2026000016,5,,MD000339,"Spacer, MK1400 Motor Rotator",QM665200,김OO,7,16,16
6,4500010016,60,DO2026000016,6,,MD000348,"Pusher, MK3000 Splasher",QM665200,이OO,76,16,16
7,4500010016,70,DO2026000016,7,,MD000427,COVER-GEROTOR,QM665200,김OO,35,16,16
8,4500010016,80,DO2026000016,8,,MD000525,"Tongue Shim-L, MK3000",QM665200,박OO,48,16,16
9,4500010016,90,DO2026000016,9,,MD000526,"Tongue Shim-R, MK3000",QM665200,김OO,94,16,16
10,4500010016,100,DO2026000016,10,,MD000763,ORIFICE_PLATE*TUBE 1/4_D0.8_SUS304_NONE,QM665200,김OO,24,16,16
11,4500010016,110,DO2026000016,11,,MD000820,HOLDER_PISTON RING_ID35.0*OD44.6*L16.16_12L14_NONE,QM665200,김OO,87,16,16
12,4500010016,120,DO2026000016,12,,MD000823,RETAINER_BEARING_MK1400 REV-3_6207_S45C_NONE,QM665200,박OO,78,16,16
13,4500010016,130,DO2026000016,13,,MD000854,OIL RING_6214_S45C_NONE,QM665200,장OO,10,16,16
14,4500010016,140,DO2026000016,14,,MD000999,DUCT_OIL SPLASH GEAR SIDE_WS1001_A6061_NONE,QM665200,박OO,71,16,16
15,4500010016,150,DO2026000016,15,,MD001003,DUCT_OIL SPLASH MOTOR SIDE_WS1001_A6061_NONE,QM665200,김OO,85,16,16
16,4500010016,160,DO2026000016,16,,MD001004,DUCT_OIL SPLASH MOTOR SIDE_WS501_A6061_NONE,QM665200,김OO,15,16,16
17,4500010016,170,DO2026000016,17,,MD001005,DUCT_OIL SPLASH GEAR SIDE_WS501_A6061_NONE,QM665200,박OO,39,16,16
