NO,발주번호,발주순번,납품번호,납품순번,추적요청번호,품번,품명,S/N관리 여부,출하승인자,납품수량,Box당 수량,출력 바코드 수
1,4500010024,10,DO2026000024,1,,MC000748,Adaptor_BP TO DP_HD3500 GEN-1_CASTING,QM665200,장OO,50,24,24
2,4500010024,20,DO2026000024,2,,MC000798,ADAPTOR,QM665200,박OO,13,24,24
3,4500010024,30,DO2026000024,3,,MC000819,ADAPTOR_BP TO DP_HD3000 GEN-1 (수리용)_CASTING_GCD450_PAINT,QM665200,박OO,62,24,24
4,4500010024,40,DO2026000024,4,,MD000045,ADAPTOR_GEAR*FORCED DRIVE_DD_S45C_NONE,QM665200,장OO,61,24,24
5,4500010024,50,DO2026000024,5,,MD000097,"Cover, HD NDEC Filter, 109x127x5t, S45C",QM665200,이OO,25,24,24
6,4500010024,60,DO2026000024,6,,MD000115,"Retainer, HD DE Bearing, S45C",QM665200,이OO,25,24,24
7,4500010024,70,DO2026000024,7,,MD000184,"Slinger, HD550 Rev1 Motor Side",QM665200,장OO,17,24,24
8,4500010024,80,DO2026000024,8,,MD000185,"Slinger, HD550 Rev1 Gear Side",QM665200,이OO,34,24,24
9,4500010024,90,DO2026000024,9,,MD000187,"Holder, HD550 Rev1 Piston Ring Motor Side",QM665200,이OO,96,24,24
10,4500010024,100,DO2026000024,10,,MD000188,"Holder, HD550 Rev1 Piston Ring Gear Side",QM665200,박OO,32,24,24
11,4500010024,110,DO2026000024,11,,MD000190,"Slinger, HD DE, 15.240±0.005",QM665200,박OO,100,24,24
12,4500010024,120,DO2026000024,12,,MD001146,RING_LABYRINTH_ID50.00*OD70.00*L11.2_S45C_NONE,QM665200,박OO,7,24,24
13,4500010024,130,DO2026000024,13,,MD001147,SLINGER_ID40.02*OD49.6*L15.260_S45C_NONE,QM665200,장OO,6,24,24
14,4500010024,140,DO2026000024,14,,MD001155,SLINGER_ID30.0*OD56.4*L10.1_S45C_NONE,QM665200,박OO,87,24,24
15,4500010024,150,DO2026000024,15,,MD000266,LOCK NUT_FORCED DRIVE_M45X1.5P,QM665200,이OO,88,24,24
