NO,발주번호,발주순번,납품번호,납품순번,추적요청번호,품번,품명,S/N관리 여부,출하승인자,납품수량,Box당 수량,출력 바코드 수
1,4500010007,10,DO2026000007,1,,MD000314,BEARING STOPPER,QM665200,박OO,82,7,7
2,4500010007,20,DO2026000007,2,,MD000315,"OIL RING, PUSHER",QM665200,김OO,22,7,7
3,4500010007,30,DO2026000007,3,,MD000318,PUSHER-SPLASHER,QM665200,장OO,69,7,7
4,4500010007,40,DO2026000007,4,,MD000339,"Spacer, MK1400 Motor Rotator",QM665200,장OO,94,7,7
5,4500010007,50,DO2026000007,5,,MD000348,"Pusher, MK3000 Splasher",QM665200,장OO,32,7,7
6,4500010007,60,DO2026000007,6,,MD000427,COVER-GEROTOR,QM665200,이OO,21,7,7
7,4500010007,70,DO2026000007,7,,MD000525,"Tongue Shim-L, MK3000",QM665200,이OO,60,7,7
8,4500010007,80,DO2026000007,8,,MD000526,"Tongue Shim-R, MK3000",QM665200,장OO,49,7,7
9,4500010007,90,DO2026000007,9,,MD000763,ORIFICE_PLATE*TUBE 1/4_D0.8_SUS304_NONE,QM665200,김OO,35,7,7
10,4500010007,100,DO2026000007,10,,MD000820,HOLDER_PISTON RING_ID35.0*OD44.6*L16.16_12L14_NONE,QM665200,김OO,82,7,7
11,4500010007,110,DO2026000007,11,,MD000823,RETAINER_BEARING_MK1400 REV-3_6207_S45C_NONE,QM665200,박OO,89,7,7
12,4500010007,120,DO2026000007,12,,MD000854,OIL RING_6214_S45C_NONE,QM665200,장OO,72,7,7
13,4500010007,130,DO2026000007,13,,MD000999,DUCT_OIL SPLASH GEAR SIDE_WS1001_A6061_NONE,QM665200,장OO,29,7,7
14,4500010007,140,DO2026000007,14,,MD001003,DUCT_OIL SPLASH MOTOR SIDE_WS1001_A6061_NONE,QM665200,장OO,88,7,7
15,4500010007,150,DO2026000007,15,,MD001004,DUCT_OIL SPLASH MOTOR SIDE_WS501_A6061_NONE,QM665200,이OO,42,7,7
16,4500010007,160,DO2026000007,16,,MD001005,DUCT_OIL SPLASH GEAR SIDE_WS501_A6061_NONE,QM665200,김OO,99,7,7
17,4500010007,170,DO2026000007,17,,MD001007,DUCT_OIL SPLASH MOTOR SIDE_WS2001_A6061_NONE,QM665200,김OO,100,7,7
18,4500010007,180,DO2026000007,18,,SA000795,GEROTOR_SMF5030_비전분말야금,QM665200,장OO,8,7,7
19,4500010007,190,DO2026000007,19,,MD000195,"Slinger, HD300 DE Rotor, 20.280mm, 12L14",QM665200,박OO,30,7,7
