Unnamed: 0,NO,발주번호,발주순번,납품번호,납품순번,추적요청번호,품번,품명,S/N관리 여부,출하승인자,납품수량,Box당 수량,출력 바코드 수
,1,4500010080,10,DO2026000080,1,,MD001105,SLINGER_ID40.0*D74.0*L22.0_사각 GROOVE_HD2000EM_S45C_NONE,QM665200,이OO,80,80,80
,2,4500010080,20,DO2026000080,2,,MD001174,"BODY_I-PEL_HD550 SHAFT(Y, NDE)_G1/4''*L17_S45C_NONE",QM665200,박OO,80,80,80
,3,4500010080,30,DO2026000080,3,,MD001319,SPACER_IPEL_SPLASH DISK_HD200_A6061_NONE,QM665200,이OO,80,80,80
,4,4500010080,40,DO2026000080,4,,803A030,Stud BOLT,QM665200,장OO,80,80,80
,5,4500010080,50,DO2026000080,5,,MC000001,"Adapter, HD4500 Rev2 Casting Type",QM665200,이OO,80,80,80
,6,4500010080,60,DO2026000080,6,,MC000004,"Adapter, HD5500 Casting Type",QM665200,박OO,80,80,80
,7,4500010080,70,DO2026000080,7,,MC000005,"Adaptor, HD2400/3000 BP To DP Casting Type, None, GC250",QM665200,박OO,80,80,80
,8,4500010080,80,DO2026000080,8,,MC000006,"Adapter, RD3009L Casting Type",QM665200,박OO,80,80,80
,9,4500010080,90,DO2026000080,9,,MC000013,"Adaptor, XD1200 DP To BP Casting Type.",QM665200,장OO,80,80,80
,10,4500010080,100,DO2026000080,10,,MC000014,"Adaptor, HD3000 BP To DP Casting Type, None, GC250",QM665200,박OO,80,80,80
,11,4500010080,110,DO2026000080,11,,MC000573,ADAPTOR,QM665200,김OO,80,80,80
,12,4500010080,120,DO2026000080,12,,MC000574,ADAPTOR,QM665200,김OO,80,80,80
,13,4500010080,130,DO2026000080,13,,MC000748,Adaptor_BP TO DP_HD3500 GEN-1_CASTING,QM665200,박OO,80,80,80
,14,4500010080,140,DO2026000080,14,,MC000798,ADAPTOR,QM665200,박OO,80,80,80
,15,4500010080,150,DO2026000080,15,,MC000819,ADAPTOR_BP TO DP_HD3000 GEN-1 (수리용)_CASTING_GCD450_PAINT,QM665200,장OO,80,80,80
