NO,발주번호,발주순번,납품번호,납품순번,추적요청번호,품번,품명,S/N관리 여부,출하승인자,납품수량,Box당 수량,출력 바코드 수
1,4500010010,10,DO2026000010,1,,MD000115,"Retainer, HD DE Bearing, S45C",QM665200,이OO,12,10,10
2,4500010010,20,DO2026000010,2,,MD000184,"Slinger, HD550 Rev1 Motor Side",QM665200,장OO,97,10,10
3,4500010010,30,DO2026000010,3,,MD000185,"Slinger, HD550 Rev1 Gear Side",QM665200,이OO,7,10,10
4,4500010010,40,DO2026000010,4,,MD000187,"Holder, HD550 Rev1 Piston Ring Motor Side",QM665200,장OO,15,10,10
5,4500010010,50,DO2026000010,5,,MD000188,"Holder, HD550 Rev1 Piston Ring Gear Side",QM665200,박OO,20,10,10
6,4500010010,60,DO2026000010,6,,MD000190,"Slinger, HD DE, 15.240±0.005",QM665200,장OO,81,10,10
7,4500010010,70,DO2026000010,7,,MD001146,RING_LABYRINTH_ID50.00*OD70.00*L11.2_S45C_NONE,QM665200,장OO,21,10,10
8,4500010010,80,DO2026000010,8,,MD001147,SLINGER_ID40.02*OD49.6*L15.260_S45C_NONE,QM665200,김OO,88,10,10
9,4500010010,90,DO2026000010,9,,MD001155,SLINGER_ID30.0*OD56.4*L10.1_S45C_NONE,QM665200,이OO,55,10,10
10,4500010010,100,DO2026000010,10,,MD000266,LOCK NUT_FORCED DRIVE_M45X1.5P,QM665200,김OO,77,10,10
11,4500010010,110,DO2026000010,11,,MD000326,"Oil Ring, MK700 Rev.2, S45C",QM665200,김OO,9,10,10
12,4500010010,120,DO2026000010,12,,MD000333,BEARING STOPPER,QM665200,김OO,50,10,10
13,4500010010,130,DO2026000010,13,,MD000344,"Retainer, MK3000 Bearing",QM665200,김OO,49,10,10
14,4500010010,140,DO2026000010,14,,MD000345,"OIL RING, Pusher, MK3000",QM665200,이OO,77,10,10
15,4500010010,150,DO2026000010,15,,MD000060,BLOCK_TUBE SUPPORT LOWER_3/8_A6061_NONE,QM665200,박OO,60,10,10
16,4500010010,160,DO2026000010,16,,MD000061,BLOCK_TUBE SUPPORT UPPER_3/8_A6061_NONE,QM665200,장OO,68,10,10
17,4500010010,170,DO2026000010,17,,MD000062,"Orifice, Tube Type, D0.3 Tube 1/4",QM665200,박OO,33,10,10
18,4500010010,180,DO2026000010,18,,MD000011,"Plate Water Jacket Rotor Housing, DD255",QM665200,박OO,71,10,10
