Unnamed: 0,NO,발주번호,발주순번,납품번호,납품순번,추적요청번호,품번,품명,S/N관리 여부,출하승인자,납품수량,Box당 수량,출력 바코드 수
,1,4500010084,10,DO2026000084,1,,MD000196,"Slinger, HD300 DE Rotor, 20.320mm, 12L14",QM665200,박OO,84,84,84
,2,4500010084,20,DO2026000084,2,,MD000197,"Retainer, RD700 NDE Bearing",QM665200,박OO,84,84,84
,3,4500010084,30,DO2026000084,3,,MD000267,"Key, RD900 22kW Rotator",QM665200,장OO,84,84,84
,4,4500010084,40,DO2026000084,4,,MD000268,"Ring, RD900/MK3000 Motor Rotator Spacer",QM665200,박OO,84,84,84
,5,4500010084,50,DO2026000084,5,,MD000269,"Pusher, RD900 Rotator",QM665200,김OO,84,84,84
,6,4500010084,60,DO2026000084,6,,MD000284,"Plate, RD900 Bypass 2-4 Stage",QM665200,장OO,84,84,84
,7,4500010084,70,DO2026000084,7,,MD000285,PLATE_BYPASS_RD900_1-2 STAGE_SUS304_NONE,QM665200,박OO,84,84,84
,8,4500010084,80,DO2026000084,8,,MD000292,RETAINER_BEARING_5211_S45C_NONE,QM665200,김OO,84,84,84
,9,4500010084,90,DO2026000084,9,,MD000337,PUSHER-SPLASHER,QM665200,이OO,84,84,84
,10,4500010084,100,DO2026000084,10,,MD000338,"DISC PUSHER, MOTOR KEY TYPE",QM665200,박OO,84,84,84
,11,4500010084,110,DO2026000084,11,,MD000379,"Oil Feed Block, DD105-255, A6061-T6",QM665200,박OO,84,84,84
,12,4500010084,120,DO2026000084,12,,MD000667,"SPLASH, RING",QM665200,장OO,84,84,84
,13,4500010084,130,DO2026000084,13,,MD000720,"Oil Feed Block, DD 1855PW (MD000720)",QM665200,장OO,84,84,84
,14,4500010084,140,DO2026000084,14,,MD000906,BLOCK_DD100KHF_BASE_A6061_NONE,QM665200,박OO,84,84,84
,15,4500010084,150,DO2026000084,15,,MD000912,COLUMN_SUPPORT_XD1800_OD40.0*L26.0-M8_SUS316_NONE,QM665200,박OO,84,84,84
,16,4500010084,160,DO2026000084,16,,MD000964,SLINGER_ID40.0*D74.0*L22.0_HD2000EM_S45C_NONE,QM665200,박OO,84,84,84
,17,4500010084,170,DO2026000084,17,,MD001105,SLINGER_ID40.0*D74.0*L22.0_사각 GROOVE_HD2000EM_S45C_NONE,QM665200,박OO,84,84,84
,18,4500010084,180,DO2026000084,18,,MD001174,"BODY_I-PEL_HD550 SHAFT(Y, NDE)_G1/4''*L17_S45C_NONE",QM665200,장OO,84,84,84
