NO,발주번호,발주순번,납품번호,납품순번,추적요청번호,품번,품명,S/N관리 여부,출하승인자,납품수량,Box당 수량,출력 바코드 수
1,4500010006,10,DO2026000006,1,,MD000266,LOCK NUT_FORCED DRIVE_M45X1.5P,QM665200,장OO,21,6,6
2,4500010006,20,DO2026000006,2,,MD000326,"Oil Ring, MK700 Rev.2, S45C",QM665200,이OO,48,6,6
3,4500010006,30,DO2026000006,3,,MD000333,BEARING STOPPER,QM665200,이OO,46,6,6
4,4500010006,40,DO2026000006,4,,MD000344,"Retainer, MK3000 Bearing",QM665200,박OO,27,6,6
5,4500010006,50,DO2026000006,5,,MD000345,"OIL RING, Pusher, MK3000",QM665200,장OO,86,6,6
6,4500010006,60,DO2026000006,6,,MD000060,BLOCK_TUBE SUPPORT LOWER_3/8_A6061_NONE,QM665200,장OO,35,6,6
7,4500010006,70,DO2026000006,7,,MD000061,BLOCK_TUBE SUPPORT UPPER_3/8_A6061_NONE,QM665200,이OO,90,6,6
8,4500010006,80,DO2026000006,8,,MD000062,"Orifice, Tube Type, D0.3 Tube 1/4",QM665200,이OO,88,6,6
9,4500010006,90,DO2026000006,9,,MD000011,"Plate Water Jacket Rotor Housing, DD255",QM665200,이OO,83,6,6
10,4500010006,100,DO2026000006,10,,MD000025,"Plate Water Jacket Rotor Housing, SUS304, DD105",QM665200,이OO,10,6,6
11,4500010006,110,DO2026000006,11,,MD000262,"Retainer, RD700 NDE Bearing",QM665200,김OO,78,6,6
