Unnamed: 0,NO,발주번호,발주순번,납품번호,납품순번,추적요청번호,품번,품명,S/N관리 여부,출하승인자,납품수량,Box당 수량,출력 바코드 수
,1,4500010081,10,DO2026000081,1,,MD000045,ADAPTOR_GEAR*FORCED DRIVE_DD_S45C_NONE,QM665200,박OO,81,81,81
,2,4500010081,20,DO2026000081,2,,MD000097,"Cover, HD NDEC Filter, 109x127x5t, S45C",QM665200,이OO,81,81,81
,3,4500010081,30,DO2026000081,3,,MD000115,"Retainer, HD DE Bearing, S45C",QM665200,김OO,81,81,81
,4,4500010081,40,DO2026000081,4,,MD000184,"Slinger, HD550 Rev1 Motor Side",QM665200,박OO,81,81,81
,5,4500010081,50,DO2026000081,5,,MD000185,"Slinger, HD550 Rev1 Gear Side",QM665200,이OO,81,81,81
,6,4500010081,60,DO2026000081,6,,MD000187,"Holder, HD550 Rev1 Piston Ring Motor Side",QM665200,이OO,81,81,81
,7,4500010081,70,DO2026000081,7,,MD000188,"Holder, HD550 Rev1 Piston Ring Gear Side",QM665200,이OO,81,81,81
,8,4500010081,80,DO2026000081,8,,MD000190,"Slinger, HD DE, 15.240±0.005",QM665200,김OO,81,81,81
,9,4500010081,90,DO2026000081,9,,MD001146,RING_LABYRINTH_ID50.00*OD70.00*L11.2_S45C_NONE,QM665200,박OO,81,81,81
,10,4500010081,100,DO2026000081,10,,MD001147,SLINGER_ID40.02*OD49.6*L15.260_S45C_NONE,QM665200,장OO,81,81,81
,11,4500010081,110,DO2026000081,11,,MD001155,SLINGER_ID30.0*OD56.4*L10.1_S45C_NONE,QM665200,박OO,81,81,81
,12,4500010081,120,DO2026000081,12,,MD000266,LOCK NUT_FORCED DRIVE_M45X1.5P,QM665200,장OO,81,81,81
,13,4500010081,130,DO2026000081,13,,MD000326,"Oil Ring, MK700 Rev.2, S45C",QM665200,장OO,81,81,81
,14,4500010081,140,DO2026000081,14,,MD000333,BEARING STOPPER,QM665200,이OO,81,81,81
