Unnamed: 0,NO,발주번호,발주순번,납품번호,납품순번,추적요청번호,품번,품명,S/N관리 여부,출하승인자,납품수량,Box당 수량,출력 바코드 수
,1,4500010090,10,DO2026000090,1,,MC000005,"Adaptor, HD2400/3000 BP To DP Casting Type, None, GC250",QM665200,이OO,90,90,90
,2,4500010090,20,DO2026000090,2,,MC000006,"Adapter, RD3009L Casting Type",QM665200,김OO,90,90,90
,3,4500010090,30,DO2026000090,3,,MC000013,"Adaptor, XD1200 DP To BP Casting Type.",QM665200,장OO,90,90,90
,4,4500010090,40,DO2026000090,4,,MC000014,"Adaptor, HD3000 BP To DP Casting Type, None, GC250",QM665200,박OO,90,90,90
,5,4500010090,50,DO2026000090,5,,MC000573,ADAPTOR,QM665200,박OO,90,90,90
,6,4500010090,60,DO2026000090,6,,MC000574,ADAPTOR,QM665200,이OO,90,90,90
,7,4500010090,70,DO2026000090,7,,MC000748,Adaptor_BP TO DP_HD3500 GEN-1_CASTING,QM665200,김OO,90,90,90
,8,4500010090,80,DO2026000090,8,,MC000798,ADAPTOR,QM665200,장OO,90,90,90
,9,4500010090,90,DO2026000090,9,,MC000819,ADAPTOR_BP TO DP_HD3000 GEN-1 (수리용)_CASTING_GCD450_PAINT,QM665200,이OO,90,90,90
,10,4500010090,100,DO2026000090,10,,MD000045,ADAPTOR_GEAR*FORCED DRIVE_DD_S45C_NONE,QM665200,이OO,90,90,90
,11,4500010090,110,DO2026000090,11,,MD000097,"Cover, HD NDEC Filter, 109x127x5t, S45C",QM665200,장OO,90,90,90
,12,4500010090,120,DO2026000090,12,,MD000115,"Retainer, HD DE Bearing, S45C",QM665200,장OO,90,90,90
,13,4500010090,130,DO2026000090,13,,MD000184,"Slinger, HD550 Rev1 Motor Side",QM665200,박OO,90,90,90
,14,4500010090,140,DO2026000090,14,,MD000185,"Slinger, HD550 Rev1 Gear Side",QM665200,김OO,90,90,90
,15,4500010090,150,DO2026000090,15,,MD000187,"Holder, HD550 Rev1 Piston Ring Motor Side",QM665200,이OO,90,90,90
,16,4500010090,160,DO2026000090,16,,MD000188,"Holder, HD550 Rev1 Piston Ring Gear Side",QM665200,장OO,90,90,90
,17,4500010090,170,DO2026000090,17,,MD000190,"Slinger, HD DE, 15.240±0.005",QM665200,이OO,90,90,90
,18,4500010090,180,DO2026000090,18,,MD001146,RING_LABYRINTH_ID50.00*OD70.00*L11.2_S45C_NONE,QM665200,박OO,90,90,90
,19,4500010090,190,DO2026000090,19,,MD001147,SLINGER_ID40.02*OD49.6*L15.260_S45C_NONE,QM665200,김OO,90,90,90
,20,4500010090,200,DO2026000090,20,,MD001155,SLINGER_ID30.0*OD56.4*L10.1_S45C_NONE,QM665200,이OO,90,90,90
