Unnamed: 0,NO,발주번호,발주순번,납품번호,납품순번,추적요청번호,품번,품명,S/N관리 여부,출하승인자,납품수량,Box당 수량,출력 바코드 수
,1,4500010060,10,DO2026000060,1,,MD000348,"Pusher, MK3000 Splasher",QM665200,이OO,60,60,60
,2,4500010060,20,DO2026000060,2,,MD000427,COVER-GEROTOR,QM665200,장OO,60,60,60
,3,4500010060,30,DO2026000060,3,,MD000525,"Tongue Shim-L, MK3000",QM665200,김OO,60,60,60
,4,4500010060,40,DO2026000060,4,,MD000526,"Tongue Shim-R, MK3000",QM665200,이OO,60,60,60
,5,4500010060,50,DO2026000060,5,,MD000763,ORIFICE_PLATE*TUBE 1/4_D0.8_SUS304_NONE,QM665200,이OO,60,60,60
,6,4500010060,60,DO2026000060,6,,MD000820,HOLDER_PISTON RING_ID35.0*OD44.6*L16.16_12L14_NONE,QM665200,이OO,60,60,60
,7,4500010060,70,DO2026000060,7,,MD000823,RETAINER_BEARING_MK1400 REV-3_6207_S45C_NONE,QM665200,박OO,60,60,60
,8,4500010060,80,DO2026000060,8,,MD000854,OIL RING_6214_S45C_NONE,QM665200,김OO,60,60,60
,9,4500010060,90,DO2026000060,9,,MD000999,DUCT_OIL SPLASH GEAR SIDE_WS1001_A6061_NONE,QM665200,김OO,60,60,60
,10,4500010060,100,DO2026000060,10,,MD001003,DUCT_OIL SPLASH MOTOR SIDE_WS1001_A6061_NONE,QM665200,김OO,60,60,60
,11,4500010060,110,DO2026000060,11,,MD001004,DUCT_OIL SPLASH MOTOR SIDE_WS501_A6061_NONE,QM665200,김OO,60,60,60
,12,4500010060,120,DO2026000060,12,,MD001005,DUCT_OIL SPLASH GEAR SIDE_WS501_A6061_NONE,QM665200,장OO,60,60,60
,13,4500010060,130,DO2026000060,13,,MD001007,DUCT_OIL SPLASH MOTOR SIDE_WS2001_A6061_NONE,QM665200,박OO,60,60,60
,14,4500010060,140,DO2026000060,14,,SA000795,GEROTOR_SMF5030_비전분말야금,QM665200,이OO,60,60,60
,15,4500010060,150,DO2026000060,15,,MD000195,"Slinger, HD300 DE Rotor, 20.280mm, 12L14",QM665200,장OO,60,60,60
,16,4500010060,160,DO2026000060,16,,MD000196,"Slinger, HD300 DE Rotor, 20.320mm, 12L14",QM665200,장OO,60,60,60
,17,4500010060,170,DO2026000060,17,,MD000197,"Retainer, RD700 NDE Bearing",QM665200,장OO,60,60,60
,18,4500010060,180,DO2026000060,18,,MD000267,"Key, RD900 22kW Rotator",QM665200,이OO,60,60,60
,19,4500010060,190,DO2026000060,19,,MD000268,"Ring, RD900/MK3000 Motor Rotator Spacer",QM665200,이OO,60,60,60
,20,4500010060,200,DO2026000060,20,,MD000269,"Pusher, RD900 Rotator",QM665200,김OO,60,60,60
