Unnamed: 0,NO,발주번호,발주순번,납품번호,납품순번,추적요청번호,품번,품명,S/N관리 여부,출하승인자,납품수량,Box당 수량,출력 바코드 수
,1,4500010061,10,DO2026000061,1,,MD000284,"Plate, RD900 Bypass 2-4 Stage",QM665200,박OO,61,61,61
,2,4500010061,20,DO2026000061,2,,MD000285,PLATE_BYPASS_RD900_1-2 STAGE_SUS304_NONE,QM665200,김OO,61,61,61
,3,4500010061,30,DO2026000061,3,,MD000292,RETAINER_BEARING_5211_S45C_NONE,QM665200,김OO,61,61,61
,4,4500010061,40,DO2026000061,4,,MD000337,PUSHER-SPLASHER,QM665200,김OO,61,61,61
,5,4500010061,50,DO2026000061,5,,MD000338,"DISC PUSHER, MOTOR KEY TYPE",QM665200,김OO,61,61,61
,6,4500010061,60,DO2026000061,6,,MD000379,"Oil Feed Block, DD105-255, A6061-T6",QM665200,장OO,61,61,61
,7,4500010061,70,DO2026000061,7,,MD000667,"SPLASH, RING",QM665200,이OO,61,61,61
,8,4500010061,80,DO2026000061,8,,MD000720,"Oil Feed Block, DD 1855PW (MD000720)",QM665200,이OO,61,61,61
,9,4500010061,90,DO2026000061,9,,MD000906,BLOCK_DD100KHF_BASE_A6061_NONE,QM665200,박OO,61,61,61
,10,4500010061,100,DO2026000061,10,,MD000912,COLUMN_SUPPORT_XD1800_OD40.0*L26.0-M8_SUS316_NONE,QM665200,장OO,61,61,61
,11,4500010061,110,DO2026000061,11,,MD000964,SLINGER_ID40.0*D74.0*L22.0_HD2000EM_S45C_NONE,QM665200,장OO,61,61,61
,12,4500010061,120,DO2026000061,12,,MD001105,SLINGER_ID40.0*D74.0*L22.0_사각 GROOVE_HD2000EM_S45C_NONE,QM665200,장OO,61,61,61
,13,4500010061,130,DO2026000061,13,,MD001174,"BODY_I-PEL_HD550 SHAFT(Y, NDE)_G1/4''*L17_S45C_NONE",QM665200,장OO,61,61,61
,14,4500010061,140,DO2026000061,14,,MD001319,SPACER_IPEL_SPLASH DISK_HD200_A6061_NONE,QM665200,이OO,61,61,61
,15,4500010061,150,DO2026000061,15,,803A030,Stud BOLT,QM665200,이OO,61,61,61
,16,4500010061,160,DO2026000061,16,,MC000001,"Adapter, HD4500 Rev2 Casting Type",QM665200,이OO,61,61,61
,17,4500010061,170,DO2026000061,17,,MC000004,"Adapter, HD5500 Casting Type",QM665200,장OO,61,61,61
,18,4500010061,180,DO2026000061,18,,MC000005,"Adaptor, HD2400/3000 BP To DP Casting Type, None, GC250",QM665200,박OO,61,61,61
