Unnamed: 0,NO,발주번호,발주순번,납품번호,납품순번,추적요청번호,품번,품명,S/N관리 여부,출하승인자,납품수량,Box당 수량,출력 바코드 수
,1,4500010051,10,DO2026000051,1,,MD001003,DUCT_OIL SPLASH MOTOR SIDE_WS1001_A6061_NONE,QM665200,김OO,51,51,51
,2,4500010051,20,DO2026000051,2,,MD001004,DUCT_OIL SPLASH MOTOR SIDE_WS501_A6061_NONE,QM665200,박OO,51,51,51
,3,4500010051,30,DO2026000051,3,,MD001005,DUCT_OIL SPLASH GEAR SIDE_WS501_A6061_NONE,QM665200,이OO,51,51,51
,4,4500010051,40,DO2026000051,4,,MD001007,DUCT_OIL SPLASH MOTOR SIDE_WS2001_A6061_NONE,QM665200,장OO,51,51,51
,5,4500010051,50,DO2026000051,5,,SA000795,GEROTOR_SMF5030_비전분말야금,QM665200,박OO,51,51,51
,6,4500010051,60,DO2026000051,6,,MD000195,"Slinger, HD300 DE Rotor, 20.280mm, 12L14",QM665200,장OO,51,51,51
,7,4500010051,70,DO2026000051,7,,MD000196,"Slinger, HD300 DE Rotor, 20.320mm, 12L14",QM665200,이OO,51,51,51
,8,4500010051,80,DO2026000051,8,,MD000197,"Retainer, RD700 NDE Bearing",QM665200,이OO,51,51,51
,9,4500010051,90,DO2026000051,9,,MD000267,"Key, RD900 22kW Rotator",QM665200,이OO,51,51,51
,10,4500010051,100,DO2026000051,10,,MD000268,"Ring, RD900/MK3000 Motor Rotator Spacer",QM665200,장OO,51,51,51
,11,4500010051,110,DO2026000051,11,,MD000269,"Pusher, RD900 Rotator",QM665200,이OO,51,51,51
,12,4500010051,120,DO2026000051,12,,MD000284,"Plate, RD900 Bypass 2-4 Stage",QM665200,김OO,51,51,51
,13,4500010051,130,DO2026000051,13,,MD000285,PLATE_BYPASS_RD900_1-2 STAGE_SUS304_NONE,QM665200,장OO,51,51,51
,14,4500010051,140,DO2026000051,14,,MD000292,RETAINER_BEARING_5211_S45C_NONE,QM665200,이OO,51,51,51
,15,4500010051,150,DO2026000051,15,,MD000337,PUSHER-SPLASHER,QM665200,장OO,51,51,51
,16,4500010051,160,DO2026000051,16,,MD000338,"DISC PUSHER, MOTOR KEY TYPE",QM665200,장OO,51,51,51
