NO,발주번호,발주순번,납품번호,납품순번,추적요청번호,품번,품명,S/N관리 여부,출하승인자,납품수량,Box당 수량,출력 바코드 수
1,4500010019,10,DO2026000019,1,,MC000005,"Adaptor, HD2400/3000 BP To DP Casting Type, None, GC250",QM665200,박OO,57,19,19
2,4500010019,20,DO2026000019,2,,MC000006,"Adapter, RD3009L Casting Type",QM665200,장OO,76,19,19
3,4500010019,30,DO2026000019,3,,MC000013,"Adaptor, XD1200 DP To BP Casting Type.",QM665200,이OO,5,19,19
4,4500010019,40,DO2026000019,4,,MC000014,"Adaptor, HD3000 BP To DP Casting Type, None, GC250",QM665200,장OO,19,19,19
5,4500010019,50,DO2026000019,5,,MC000573,ADAPTOR,QM665200,박OO,1,19,19
6,4500010019,60,DO2026000019,6,,MC000574,ADAPTOR,QM665200,장OO,14,19,19
7,4500010019,70,DO2026000019,7,,MC000748,Adaptor_BP TO DP_HD3500 GEN-1_CASTING,QM665200,김OO,16,19,19
8,4500010019,80,DO2026000019,8,,MC000798,ADAPTOR,QM665200,이OO,17,19,19
9,4500010019,90,DO2026000019,9,,MC000819,ADAPTOR_BP TO DP_HD3000 GEN-1 (수리용)_CASTING_GCD450_PAINT,QM665200,박OO,95,19,19
10,4500010019,100,DO2026000019,10,,MD000045,ADAPTOR_GEAR*FORCED DRIVE_DD_S45C_NONE,QM665200,이OO,3,19,19
11,4500010019,110,DO2026000019,11,,MD000097,"Cover, HD NDEC Filter, 109x127x5t, S45C",QM665200,김OO,99,19,19
12,4500010019,120,DO2026000019,12,,MD000115,"Retainer, HD DE Bearing, S45C",QM665200,장OO,100,19,19
