Unnamed: 0,NO,발주번호,발주순번,납품번호,납품순번,추적요청번호,품번,품명,S/N관리 여부,출하승인자,납품수량,Box당 수량,출력 바코드 수
,1,4500010042,10,DO2026000042,1,,MC000001,"Adapter, HD4500 Rev2 Casting Type",QM665200,장OO,42,42,42
,2,4500010042,20,DO2026000042,2,,MC000004,"Adapter, HD5500 Casting Type",QM665200,김OO,42,42,42
,3,4500010042,30,DO2026000042,3,,MC000005,"Adaptor, HD2400/3000 BP To DP Casting Type, None, GC250",QM665200,이OO,42,42,42
,4,4500010042,40,DO2026000042,4,,MC000006,"Adapter, RD3009L Casting Type",QM665200,장OO,42,42,42
,5,4500010042,50,DO2026000042,5,,MC000013,"Adaptor, XD1200 DP To BP Casting Type.",QM665200,장OO,42,42,42
,6,4500010042,60,DO2026000042,6,,MC000014,"Adaptor, HD3000 BP To DP Casting Type, None, GC250",QM665200,장OO,42,42,42
,7,4500010042,70,DO2026000042,7,,MC000573,ADAPTOR,QM665200,김OO,42,42,42
,8,4500010042,80,DO2026000042,8,,MC000574,ADAPTOR,QM665200,박OO,42,42,42
,9,4500010042,90,DO2026000042,9,,MC000748,Adaptor_BP TO DP_HD3500 GEN-1_CASTING,QM665200,김OO,42,42,42
,10,4500010042,100,DO2026000042,10,,MC000798,ADAPTOR,QM665200,김OO,42,42,42
,11,4500010042,110,DO2026000042,11,,MC000819,ADAPTOR_BP TO DP_HD3000 GEN-1 (수리용)_CASTING_GCD450_PAINT,QM665200,박OO,42,42,42
