Unnamed: 0,NO,발주번호,발주순번,납품번호,납품순번,추적요청번호,품번,품명,S/N관리 여부,출하승인자,납품수량,Box당 수량,출력 바코드 수
,1,4500010049,10,DO2026000049,1,,MD001146,RING_LABYRINTH_ID50.00*OD70.00*L11.2_S45C_NONE,QM665200,장OO,49,49,49
,2,4500010049,20,DO2026000049,2,,MD001147,SLINGER_ID40.02*OD49.6*L15.260_S45C_NONE,QM665200,장OO,49,49,49
,3,4500010049,30,DO2026000049,3,,MD001155,SLINGER_ID30.0*OD56.4*L10.1_S45C_NONE,QM665200,김OO,49,49,49
,4,4500010049,40,DO2026000049,4,,MD000266,LOCK NUT_FORCED DRIVE_M45X1.5P,QM665200,이OO,49,49,49
,5,4500010049,50,DO2026000049,5,,MD000326,"Oil Ring, MK700 Rev.2, S45C",QM665200,김OO,49,49,49
,6,4500010049,60,DO2026000049,6,,MD000333,BEARING STOPPER,QM665200,장OO,49,49,49
,7,4500010049,70,DO2026000049,7,,MD000344,"Retainer, MK3000 Bearing",QM665200,이OO,49,49,49
,8,4500010049,80,DO2026000049,8,,MD000345,"OIL RING, Pusher, MK3000",QM665200,이OO,49,49,49
,9,4500010049,90,DO2026000049,9,,MD000060,BLOCK_TUBE SUPPORT LOWER_3/8_A6061_NONE,QM665200,김OO,49,49,49
,10,4500010049,100,DO2026000049,10,,MD000061,BLOCK_TUBE SUPPORT UPPER_3/8_A6061_NONE,QM665200,김OO,49,49,49
