Unnamed: 0,NO,발주번호,발주순번,납품번호,납품순번,추적요청번호,품번,품명,S/N관리 여부,출하승인자,납품수량,Box당 수량,출력 바코드 수
,1,4500010053,10,DO2026000053,1,,MC000001,"Adapter, HD4500 Rev2 Casting Type",QM665200,박OO,53,53,53
,2,4500010053,20,DO2026000053,2,,MC000004,"Adapter, HD5500 Casting Type",QM665200,장OO,53,53,53
,3,4500010053,30,DO2026000053,3,,MC000005,"Adaptor, HD2400/3000 BP To DP Casting Type, None, GC250",QM665200,장OO,53,53,53
,4,4500010053,40,DO2026000053,4,,MC000006,"Adapter, RD3009L Casting Type",QM665200,김OO,53,53,53
,5,4500010053,50,DO2026000053,5,,MC000013,"Adaptor, XD1200 DP To BP Casting Type.",QM665200,이OO,53,53,53
,6,4500010053,60,DO2026000053,6,,MC000014,"Adaptor, HD3000 BP To DP Casting Type, None, GC250",QM665200,박OO,53,53,53
,7,4500010053,70,DO2026000053,7,,MC000573,ADAPTOR,QM665200,이OO,53,53,53
,8,4500010053,80,DO2026000053,8,,MC000574,ADAPTOR,QM665200,김OO,53,53,53
,9,4500010053,90,DO2026000053,9,,MC000748,Adaptor_BP TO DP_HD3500 GEN-1_CASTING,QM665200,박OO,53,53,53
,10,4500010053,100,DO2026000053,10,,MC000798,ADAPTOR,QM665200,장OO,53,53,53
,11,4500010053,110,DO2026000053,11,,MC000819,ADAPTOR_BP TO DP_HD3000 GEN-1 (수리용)_CASTING_GCD450_PAINT,QM665200,박OO,53,53,53
,12,4500010053,120,DO2026000053,12,,MD000045,ADAPTOR_GEAR*FORCED DRIVE_DD_S45C_NONE,QM665200,김OO,53,53,53
,13,4500010053,130,DO2026000053,13,,MD000097,"Cover, HD NDEC Filter, 109x127x5t, S45C",QM665200,김OO,53,53,53
,14,4500010053,140,DO2026000053,14,,MD000115,"Retainer, HD DE Bearing, S45C",QM665200,장OO,53,53,53
,15,4500010053,150,DO2026000053,15,,MD000184,"Slinger, HD550 Rev1 Motor Side",QM665200,장OO,53,53,53
