Unnamed: 0,NO,발주번호,발주순번,납품번호,납품순번,추적요청번호,품번,품명,S/N관리 여부,출하승인자,납품수량,Box당 수량,출력 바코드 수
,1,4500010082,10,DO2026000082,1,,MD000344,"Retainer, MK3000 Bearing",QM665200,장OO,82,82,82
,2,4500010082,20,DO2026000082,2,,MD000345,"OIL RING, Pusher, MK3000",QM665200,이OO,82,82,82
,3,4500010082,30,DO2026000082,3,,MD000060,BLOCK_TUBE SUPPORT LOWER_3/8_A6061_NONE,QM665200,장OO,82,82,82
,4,4500010082,40,DO2026000082,4,,MD000061,BLOCK_TUBE SUPPORT UPPER_3/8_A6061_NONE,QM665200,이OO,82,82,82
,5,4500010082,50,DO2026000082,5,,MD000062,"Orifice, Tube Type, D0.3 Tube 1/4",QM665200,박OO,82,82,82
,6,4500010082,60,DO2026000082,6,,MD000011,"Plate Water Jacket Rotor Housing, DD255",QM665200,장OO,82,82,82
,7,4500010082,70,DO2026000082,7,,MD000025,"Plate Water Jacket Rotor Housing, SUS304, DD105",QM665200,박OO,82,82,82
,8,4500010082,80,DO2026000082,8,,MD000262,"Retainer, RD700 NDE Bearing",QM665200,김OO,82,82,82
,9,4500010082,90,DO2026000082,9,,MD000314,BEARING STOPPER,QM665200,김OO,82,82,82
,10,4500010082,100,DO2026000082,10,,MD000315,"OIL RING, PUSHER",QM665200,김OO,82,82,82
,11,4500010082,110,DO2026000082,11,,MD000318,PUSHER-SPLASHER,QM665200,장OO,82,82,82
