NO,발주번호,발주순번,납품번호,납품순번,추적요청번호,품번,품명,S/N관리 여부,출하승인자,납품수량,Box당 수량,출력 바코드 수
1,4500010026,10,DO2026000026,1,,MD000820,HOLDER_PISTON RING_ID35.0*OD44.6*L16.16_12L14_NONE,QM665200,박OO,95,26,26
2,4500010026,20,DO2026000026,2,,MD000823,RETAINER_BEARING_MK1400 REV-3_6207_S45C_NONE,QM665200,이OO,88,26,26
3,4500010026,30,DO2026000026,3,,MD000854,OIL RING_6214_S45C_NONE,QM665200,박OO,45,26,26
4,4500010026,40,DO2026000026,4,,MD000999,DUCT_OIL SPLASH GEAR SIDE_WS1001_A6061_NONE,QM665200,장OO,79,26,26
5,4500010026,50,DO2026000026,5,,MD001003,DUCT_OIL SPLASH MOTOR SIDE_WS1001_A6061_NONE,QM665200,장OO,95,26,26
6,4500010026,60,DO2026000026,6,,MD001004,DUCT_OIL SPLASH MOTOR SIDE_WS501_A6061_NONE,QM665200,김OO,6,26,26
7,4500010026,70,DO2026000026,7,,MD001005,DUCT_OIL SPLASH GEAR SIDE_WS501_A6061_NONE,QM665200,장OO,36,26,26
8,4500010026,80,DO2026000026,8,,MD001007,DUCT_OIL SPLASH MOTOR SIDE_WS2001_A6061_NONE,QM665200,김OO,21,26,26
9,4500010026,90,DO2026000026,9,,SA000795,GEROTOR_SMF5030_비전분말야금,QM665200,장OO,2,26,26
10,4500010026,100,DO2026000026,10,,MD000195,"Slinger, HD300 DE Rotor, 20.280mm, 12L14",QM665200,장OO,29,26,26
11,4500010026,110,DO2026000026,11,,MD000196,"Slinger, HD300 DE Rotor, 20.320mm, 12L14",QM665200,이OO,2,26,26
12,4500010026,120,DO2026000026,12,,MD000197,"Retainer, RD700 NDE Bearing",QM665200,박OO,75,26,26
13,4500010026,130,DO2026000026,13,,MD000267,"Key, RD900 22kW Rotator",QM665200,박OO,97,26,26
14,4500010026,140,DO2026000026,14,,MD000268,"Ring, RD900/MK3000 Motor Rotator Spacer",QM665200,박OO,78,26,26
15,4500010026,150,DO2026000026,15,,MD000269,"Pusher, RD900 Rotator",QM665200,박OO,83,26,26
16,4500010026,160,DO2026000026,16,,MD000284,"Plate, RD900 Bypass 2-4 Stage",QM665200,이OO,72,26,26
17,4500010026,170,DO2026000026,17,,MD000285,PLATE_BYPASS_RD900_1-2 STAGE_SUS304_NONE,QM665200,장OO,70,26,26
