Unnamed: 0,NO,발주번호,발주순번,납품번호,납품순번,추적요청번호,품번,품명,S/N관리 여부,출하승인자,납품수량,Box당 수량,출력 바코드 수
,1,4500010031,10,DO2026000031,1,,MD000195,"Slinger, HD300 DE Rotor, 20.280mm, 12L14",QM665200,김OO,31,31,31
,2,4500010031,20,DO2026000031,2,,MD000196,"Slinger, HD300 DE Rotor, 20.320mm, 12L14",QM665200,박OO,31,31,31
,3,4500010031,30,DO2026000031,3,,MD000197,"Retainer, RD700 NDE Bearing",QM665200,김OO,31,31,31
,4,4500010031,40,DO2026000031,4,,MD000267,"Key, RD900 22kW Rotator",QM665200,박OO,31,31,31
,5,4500010031,50,DO2026000031,5,,MD000268,"Ring, RD900/MK3000 Motor Rotator Spacer",QM665200,장OO,31,31,31
,6,4500010031,60,DO2026000031,6,,MD000269,"Pusher, RD900 Rotator",QM665200,박OO,31,31,31
,7,4500010031,70,DO2026000031,7,,MD000284,"Plate, RD900 Bypass 2-4 Stage",QM665200,이OO,31,31,31
,8,4500010031,80,DO2026000031,8,,MD000285,PLATE_BYPASS_RD900_1-2 STAGE_SUS304_NONE,QM665200,이OO,31,31,31
,9,4500010031,90,DO2026000031,9,,MD000292,RETAINER_BEARING_5211_S45C_NONE,QM665200,장OO,31,31,31
,10,4500010031,100,DO2026000031,10,,MD000337,PUSHER-SPLASHER,QM665200,장OO,31,31,31
,11,4500010031,110,DO2026000031,11,,MD000338,"DISC PUSHER, MOTOR KEY TYPE",QM665200,김OO,31,31,31
,12,4500010031,120,DO2026000031,12,,MD000379,"Oil Feed Block, DD105-255, A6061-T6",QM665200,김OO,31,31,31
,13,4500010031,130,DO2026000031,13,,MD000667,"SPLASH, RING",QM665200,김OO,31,31,31
