Unnamed: 0,NO,발주번호,발주순번,납품번호,납품순번,추적요청번호,품번,품명,S/N관리 여부,출하승인자,납품수량,Box당 수량,출력 바코드 수
,1,4500010077,10,DO2026000077,1,,MD000060,BLOCK_TUBE SUPPORT LOWER_3/8_A6061_NONE,QM665200,박OO,77,77,77
,2,4500010077,20,DO2026000077,2,,MD000061,BLOCK_TUBE SUPPORT UPPER_3/8_A6061_NONE,QM665200,박OO,77,77,77
,3,4500010077,30,DO2026000077,3,,MD000062,"Orifice, Tube Type, D0.3 Tube 1/4",QM665200,장OO,77,77,77
,4,4500010077,40,DO2026000077,4,,MD000011,"Plate Water Jacket Rotor Housing, DD255",QM665200,이OO,77,77,77
,5,4500010077,50,DO2026000077,5,,MD000025,"Plate Water Jacket Rotor Housing, SUS304, DD105",QM665200,장OO,77,77,77
,6,4500010077,60,DO2026000077,6,,MD000262,"Retainer, RD700 NDE Bearing",QM665200,이OO,77,77,77
,7,4500010077,70,DO2026000077,7,,MD000314,BEARING STOPPER,QM665200,이OO,77,77,77
,8,4500010077,80,DO2026000077,8,,MD000315,"OIL RING, PUSHER",QM665200,이OO,77,77,77
,9,4500010077,90,DO2026000077,9,,MD000318,PUSHER-SPLASHER,QM665200,김OO,77,77,77
,10,4500010077,100,DO2026000077,10,,MD000339,"Spacer, MK1400 Motor Rotator",QM665200,박OO,77,77,77
,11,4500010077,110,DO2026000077,11,,MD000348,"Pusher, MK3000 Splasher",QM665200,김OO,77,77,77
,12,4500010077,120,DO2026000077,12,,MD000427,COVER-GEROTOR,QM665200,장OO,77,77,77
,13,4500010077,130,DO2026000077,13,,MD000525,"Tongue Shim-L, MK3000",QM665200,이OO,77,77,77
,14,4500010077,140,DO2026000077,14,,MD000526,"Tongue Shim-R, MK3000",QM665200,이OO,77,77,77
