Unnamed: 0,NO,발주번호,발주순번,납품번호,납품순번,추적요청번호,품번,품명,S/N관리 여부,출하승인자,납품수량,Box당 수량,출력 바코드 수
,1,4500010070,10,DO2026000070,1,,MD001319,SPACER_IPEL_SPLASH DISK_HD200_A6061_NONE,QM665200,박OO,70,70,70
,2,4500010070,20,DO2026000070,2,,803A030,Stud BOLT,QM665200,이OO,70,70,70
,3,4500010070,30,DO2026000070,3,,MC000001,"Adapter, HD4500 Rev2 Casting Type",QM665200,김OO,70,70,70
,4,4500010070,40,DO2026000070,4,,MC000004,"Adapter, HD5500 Casting Type",QM665200,이OO,70,70,70
,5,4500010070,50,DO2026000070,5,,MC000005,"Adaptor, HD2400/3000 BP To DP Casting Type, None, GC250",QM665200,장OO,70,70,70
,6,4500010070,60,DO2026000070,6,,MC000006,"Adapter, RD3009L Casting Type",QM665200,장OO,70,70,70
,7,4500010070,70,DO2026000070,7,,MC000013,"Adaptor, XD1200 DP To BP Casting Type.",QM665200,김OO,70,70,70
,8,4500010070,80,DO2026000070,8,,MC000014,"Adaptor, HD3000 BP To DP Casting Type, None, GC250",QM665200,이OO,70,70,70
,9,4500010070,90,DO2026000070,9,,MC000573,ADAPTOR,QM665200,김OO,70,70,70
,10,4500010070,100,DO2026000070,10,,MC000574,ADAPTOR,QM665200,이OO,70,70,70
,11,4500010070,110,DO2026000070,11,,MC000748,Adaptor_BP TO DP_HD3500 GEN-1_CASTING,QM665200,박OO,70,70,70
,12,4500010070,120,DO2026000070,12,,MC000798,ADAPTOR,QM665200,이OO,70,70,70
,13,4500010070,130,DO2026000070,13,,MC000819,ADAPTOR_BP TO DP_HD3000 GEN-1 (수리용)_CASTING_GCD450_PAINT,QM665200,이OO,70,70,70
,14,4500010070,140,DO2026000070,14,,MD000045,ADAPTOR_GEAR*FORCED DRIVE_DD_S45C_NONE,QM665200,장OO,70,70,70
,15,4500010070,150,DO2026000070,15,,MD000097,"Cover, HD NDEC Filter, 109x127x5t, S45C",QM665200,장OO,70,70,70
