Unnamed: 0,NO,발주번호,발주순번,납품번호,납품순번,추적요청번호,품번,품명,S/N관리 여부,출하승인자,납품수량,Box당 수량,출력 바코드 수
,1,4500010062,10,DO2026000062,1,,MC000006,"Adapter, RD3009L Casting Type",QM665200,이OO,62,62,62
,2,4500010062,20,DO2026000062,2,,MC000013,"Adaptor, XD1200 DP To BP Casting Type.",QM665200,박OO,62,62,62
,3,4500010062,30,DO2026000062,3,,MC000014,"Adaptor, HD3000 BP To DP Casting Type, None, GC250",QM665200,박OO,62,62,62
,4,4500010062,40,DO2026000062,4,,MC000573,ADAPTOR,QM665200,장OO,62,62,62
,5,4500010062,50,DO2026000062,5,,MC000574,ADAPTOR,QM665200,이OO,62,62,62
,6,4500010062,60,DO2026000062,6,,MC000748,Adaptor_BP TO DP_HD3500 GEN-1_CASTING,QM665200,장OO,62,62,62
,7,4500010062,70,DO2026000062,7,,MC000798,ADAPTOR,QM665200,김OO,62,62,62
,8,4500010062,80,DO2026000062,8,,MC000819,ADAPTOR_BP TO DP_HD3000 GEN-1 (수리용)_CASTING_GCD450_PAINT,QM665200,김OO,62,62,62
,9,4500010062,90,DO2026000062,9,,MD000045,ADAPTOR_GEAR*FORCED DRIVE_DD_S45C_NONE,QM665200,박OO,62,62,62
,10,4500010062,100,DO2026000062,10,,MD000097,"Cover, HD NDEC Filter, 109x127x5t, S45C",QM665200,박OO,62,62,62
,11,4500010062,110,DO2026000062,11,,MD000115,"Retainer, HD DE Bearing, S45C",QM665200,이OO,62,62,62
,12,4500010062,120,DO2026000062,12,,MD000184,"Slinger, HD550 Rev1 Motor Side",QM665200,이OO,62,62,62
,13,4500010062,130,DO2026000062,13,,MD000185,"Slinger, HD550 Rev1 Gear Side",QM665200,장OO,62,62,62
,14,4500010062,140,DO2026000062,14,,MD000187,"Holder, HD550 Rev1 Piston Ring Motor Side",QM665200,이OO,62,62,62
,15,4500010062,150,DO2026000062,15,,MD000188,"Holder, HD550 Rev1 Piston Ring Gear Side",QM665200,박OO,62,62,62
,16,4500010062,160,DO2026000062,16,,MD000190,"Slinger, HD DE, 15.240±0.005",QM665200,박OO,62,62,62
,17,4500010062,170,DO2026000062,17,,MD001146,RING_LABYRINTH_ID50.00*OD70.00*L11.2_S45C_NONE,QM665200,김OO,62,62,62
,18,4500010062,180,DO2026000062,18,,MD001147,SLINGER_ID40.02*OD49.6*L15.260_S45C_NONE,QM665200,김OO,62,62,62
,19,4500010062,190,DO2026000062,19,,MD001155,SLINGER_ID30.0*OD56.4*L10.1_S45C_NONE,QM665200,김OO,62,62,62
