Unnamed: 0,NO,발주번호,발주순번,납품번호,납품순번,추적요청번호,품번,품명,S/N관리 여부,출하승인자,납품수량,Box당 수량,출력 바코드 수
,1,4500010036,10,DO2026000036,1,,SA000795,GEROTOR_SMF5030_비전분말야금,QM665200,장OO,36,36,36
,2,4500010036,20,DO2026000036,2,,MD000195,"Slinger, HD300 DE Rotor, 20.280mm, 12L14",QM665200,이OO,36,36,36
,3,4500010036,30,DO2026000036,3,,MD000196,"Slinger, HD300 DE Rotor, 20.320mm, 12L14",QM665200,박OO,36,36,36
,4,4500010036,40,DO2026000036,4,,MD000197,"Retainer, RD700 NDE Bearing",QM665200,김OO,36,36,36
,5,4500010036,50,DO2026000036,5,,MD000267,"Key, RD900 22kW Rotator",QM665200,김OO,36,36,36
,6,4500010036,60,DO2026000036,6,,MD000268,"Ring, RD900/MK3000 Motor Rotator Spacer",QM665200,이OO,36,36,36
,7,4500010036,70,DO2026000036,7,,MD000269,"Pusher, RD900 Rotator",QM665200,이OO,36,36,36
,8,4500010036,80,DO2026000036,8,,MD000284,"Plate, RD900 Bypass 2-4 Stage",QM665200,박OO,36,36,36
,9,4500010036,90,DO2026000036,9,,MD000285,PLATE_BYPASS_RD900_1-2 STAGE_SUS304_NONE,QM665200,박OO,36,36,36
,10,4500010036,100,DO2026000036,10,,MD000292,RETAINER_BEARING_5211_S45C_NONE,QM665200,김OO,36,36,36
,11,4500010036,110,DO2026000036,11,,MD000337,PUSHER-SPLASHER,QM665200,박OO,36,36,36
,12,4500010036,120,DO2026000036,12,,MD000338,"DISC PUSHER, MOTOR KEY TYPE",QM665200,김OO,36,36,36
,13,4500010036,130,DO2026000036,13,,MD000379,"Oil Feed Block, DD105-255, A6061-T6",QM665200,박OO,36,36,36
,14,4500010036,140,DO2026000036,14,,MD000667,"SPLASH, RING",QM665200,박OO,36,36,36
,15,4500010036,150,DO2026000036,15,,MD000720,"Oil Feed Block, DD 1855PW (MD000720)",QM665200,장OO,36,36,36
,16,4500010036,160,DO2026000036,16,,MD000906,BLOCK_DD100KHF_BASE_A6061_NONE,QM665200,이OO,36,36,36
,17,4500010036,170,DO2026000036,17,,MD000912,COLUMN_SUPPORT_XD1800_OD40.0*L26.0-M8_SUS316_NONE,QM665200,장OO,36,36,36
,18,4500010036,180,DO2026000036,18,,MD000964,SLINGER_ID40.0*D74.0*L22.0_HD2000EM_S45C_NONE,QM665200,김OO,36,36,36
