Unnamed: 0,NO,발주번호,발주순번,납품번호,납품순번,추적요청번호,품번,품명,S/N관리 여부,출하승인자,납품수량,Box당 수량,출력 바코드 수
,1,4500010044,10,DO2026000044,1,,MD001155,SLINGER_ID30.0*OD56.4*L10.1_S45C_NONE,QM665200,김OO,44,44,44
,2,4500010044,20,DO2026000044,2,,MD000266,LOCK NUT_FORCED DRIVE_M45X1.5P,QM665200,장OO,44,44,44
,3,4500010044,30,DO2026000044,3,,MD000326,"Oil Ring, MK700 Rev.2, S45C",QM665200,이OO,44,44,44
,4,4500010044,40,DO2026000044,4,,MD000333,BEARING STOPPER,QM665200,박OO,44,44,44
,5,4500010044,50,DO2026000044,5,,MD000344,"Retainer, MK3000 Bearing",QM665200,이OO,44,44,44
,6,4500010044,60,DO2026000044,6,,MD000345,"OIL RING, Pusher, MK3000",QM665200,김OO,44,44,44
,7,4500010044,70,DO2026000044,7,,MD000060,BLOCK_TUBE SUPPORT LOWER_3/8_A6061_NONE,QM665200,박OO,44,44,44
,8,4500010044,80,DO2026000044,8,,MD000061,BLOCK_TUBE SUPPORT UPPER_3/8_A6061_NONE,QM665200,이OO,44,44,44
,9,4500010044,90,DO2026000044,9,,MD000062,"Orifice, Tube Type, D0.3 Tube 1/4",QM665200,이OO,44,44,44
,10,4500010044,100,DO2026000044,10,,MD000011,"Plate Water Jacket Rotor Housing, DD255",QM665200,이OO,44,44,44
,11,4500010044,110,DO2026000044,11,,MD000025,"Plate Water Jacket Rotor Housing, SUS304, DD105",QM665200,이OO,44,44,44
,12,4500010044,120,DO2026000044,12,,MD000262,"Retainer, RD700 NDE Bearing",QM665200,장OO,44,44,44
,13,4500010044,130,DO2026000044,13,,MD000314,BEARING STOPPER,QM665200,김OO,44,44,44
,14,4500010044,140,DO2026000044,14,,MD000315,"OIL RING, PUSHER",QM665200,김OO,44,44,44
