Unnamed: 0,NO,발주번호,발주순번,납품번호,납품순번,추적요청번호,품번,품명,S/N관리 여부,출하승인자,납품수량,Box당 수량,출력 바코드 수
,1,4500010039,10,DO2026000039,1,,MD000011,"Plate Water Jacket Rotor Housing, DD255",QM665200,박OO,39,39,39
,2,4500010039,20,DO2026000039,2,,MD000025,"Plate Water Jacket Rotor Housing, SUS304, DD105",QM665200,이OO,39,39,39
,3,4500010039,30,DO2026000039,3,,MD000262,"Retainer, RD700 NDE Bearing",QM665200,장OO,39,39,39
,4,4500010039,40,DO2026000039,4,,MD000314,BEARING STOPPER,QM665200,이OO,39,39,39
,5,4500010039,50,DO2026000039,5,,MD000315,"OIL RING, PUSHER",QM665200,김OO,39,39,39
,6,4500010039,60,DO2026000039,6,,MD000318,PUSHER-SPLASHER,QM665200,장OO,39,39,39
,7,4500010039,70,DO2026000039,7,,MD000339,"Spacer, MK1400 Motor Rotator",QM665200,박OO,39,39,39
,8,4500010039,80,DO2026000039,8,,MD000348,"Pusher, MK3000 Splasher",QM665200,이OO,39,39,39
,9,4500010039,90,DO2026000039,9,,MD000427,COVER-GEROTOR,QM665200,박OO,39,39,39
,10,4500010039,100,DO2026000039,10,,MD000525,"Tongue Shim-L, MK3000",QM665200,이OO,39,39,39
,11,4500010039,110,DO2026000039,11,,MD000526,"Tongue Shim-R, MK3000",QM665200,박OO,39,39,39
,12,4500010039,120,DO2026000039,12,,MD000763,ORIFICE_PLATE*TUBE 1/4_D0.8_SUS304_NONE,QM665200,장OO,39,39,39
,13,4500010039,130,DO2026000039,13,,MD000820,HOLDER_PISTON RING_ID35.0*OD44.6*L16.16_12L14_NONE,QM665200,장OO,39,39,39
,14,4500010039,140,DO2026000039,14,,MD000823,RETAINER_BEARING_MK1400 REV-3_6207_S45C_NONE,QM665200,박OO,39,39,39
,15,4500010039,150,DO2026000039,15,,MD000854,OIL RING_6214_S45C_NONE,QM665200,이OO,39,39,39
,16,4500010039,160,DO2026000039,16,,MD000999,DUCT_OIL SPLASH GEAR SIDE_WS1001_A6061_NONE,QM665200,장OO,39,39,39
,17,4500010039,170,DO2026000039,17,,MD001003,DUCT_OIL SPLASH MOTOR SIDE_WS1001_A6061_NONE,QM665200,김OO,39,39,39
,18,4500010039,180,DO2026000039,18,,MD001004,DUCT_OIL SPLASH MOTOR SIDE_WS501_A6061_NONE,QM665200,이OO,39,39,39
,19,4500010039,190,DO2026000039,19,,MD001005,DUCT_OIL SPLASH GEAR SIDE_WS501_A6061_NONE,QM665200,김OO,39,39,39
