Unnamed: 0,NO,발주번호,발주순번,납품번호,납품순번,추적요청번호,품번,품명,S/N관리 여부,출하승인자,납품수량,Box당 수량,출력 바코드 수
,1,4500010041,10,DO2026000041,1,,MD000338,"DISC PUSHER, MOTOR KEY TYPE",QM665200,박OO,41,41,41
,2,4500010041,20,DO2026000041,2,,MD000379,"Oil Feed Block, DD105-255, A6061-T6",QM665200,김OO,41,41,41
,3,4500010041,30,DO2026000041,3,,MD000667,"SPLASH, RING",QM665200,김OO,41,41,41
,4,4500010041,40,DO2026000041,4,,MD000720,"Oil Feed Block, DD 1855PW (MD000720)",QM665200,이OO,41,41,41
,5,4500010041,50,DO2026000041,5,,MD000906,BLOCK_DD100KHF_BASE_A6061_NONE,QM665200,박OO,41,41,41
,6,4500010041,60,DO2026000041,6,,MD000912,COLUMN_SUPPORT_XD1800_OD40.0*L26.0-M8_SUS316_NONE,QM665200,김OO,41,41,41
,7,4500010041,70,DO2026000041,7,,MD000964,SLINGER_ID40.0*D74.0*L22.0_HD2000EM_S45C_NONE,QM665200,김OO,41,41,41
,8,4500010041,80,DO2026000041,8,,MD001105,SLINGER_ID40.0*D74.0*L22.0_사각 GROOVE_HD2000EM_S45C_NONE,QM665200,김OO,41,41,41
,9,4500010041,90,DO2026000041,9,,MD001174,"BODY_I-PEL_HD550 SHAFT(Y, NDE)_G1/4''*L17_S45C_NONE",QM665200,이OO,41,41,41
,10,4500010041,100,DO2026000041,10,,MD001319,SPACER_IPEL_SPLASH DISK_HD200_A6061_NONE,QM665200,이OO,41,41,41
,11,4500010041,110,DO2026000041,11,,803A030,Stud BOLT,QM665200,이OO,41,41,41
