Unnamed: 0,NO,발주번호,발주순번,납품번호,납품순번,추적요청번호,품번,품명,S/N관리 여부,출하승인자,납품수량,Box당 수량,출력 바코드 수
,1,4500010073,10,DO2026000073,1,,MD000823,RETAINER_BEARING_MK1400 REV-3_6207_S45C_NONE,QM665200,장OO,73,73,73
,2,4500010073,20,DO2026000073,2,,MD000854,OIL RING_6214_S45C_NONE,QM665200,장OO,73,73,73
,3,4500010073,30,DO2026000073,3,,MD000999,DUCT_OIL SPLASH GEAR SIDE_WS1001_A6061_NONE,QM665200,박OO,73,73,73
,4,4500010073,40,DO2026000073,4,,MD001003,DUCT_OIL SPLASH MOTOR SIDE_WS1001_A6061_NONE,QM665200,김OO,73,73,73
,5,4500010073,50,DO2026000073,5,,MD001004,DUCT_OIL SPLASH MOTOR SIDE_WS501_A6061_NONE,QM665200,이OO,73,73,73
,6,4500010073,60,DO2026000073,6,,MD001005,DUCT_OIL SPLASH GEAR SIDE_WS501_A6061_NONE,QM665200,장OO,73,73,73
,7,4500010073,70,DO2026000073,7,,MD001007,DUCT_OIL SPLASH MOTOR SIDE_WS2001_A6061_NONE,QM665200,김OO,73,73,73
,8,4500010073,80,DO2026000073,8,,SA000795,GEROTOR_SMF5030_비전분말야금,QM665200,김OO,73,73,73
,9,4500010073,90,DO2026000073,9,,MD000195,"Slinger, HD300 DE Rotor, 20.280mm, 12L14",QM665200,이OO,73,73,73
,10,4500010073,100,DO2026000073,10,,MD000196,"Slinger, HD300 DE Rotor, 20.320mm, 12L14",QM665200,김OO,73,73,73
