NO,발주번호,발주순번,납품번호,납품순번,추적요청번호,품번,품명,S/N관리 여부,출하승인자,납품수량,Box당 수량,출력 바코드 수
1,4500010002,10,DO2026000002,1,,MD000025,"Plate Water Jacket Rotor Housing, SUS304, DD105",QM665200,박OO,30,2,2
2,4500010002,20,DO2026000002,2,,MD000262,"Retainer, RD700 NDE Bearing",QM665200,장OO,65,2,2
3,4500010002,30,DO2026000002,3,,MD000314,BEARING STOPPER,QM665200,장OO,78,2,2
4,4500010002,40,DO2026000002,4,,MD000315,"OIL RING, PUSHER",QM665200,박OO,4,2,2
5,4500010002,50,DO2026000002,5,,MD000318,PUSHER-SPLASHER,QM665200,이OO,72,2,2
6,4500010002,60,DO2026000002,6,,MD000339,"Spacer, MK1400 Motor Rotator",QM665200,박OO,26,2,2
7,4500010002,70,DO2026000002,7,,MD000348,"Pusher, MK3000 Splasher",QM665200,박OO,92,2,2
8,4500010002,80,DO2026000002,8,,MD000427,COVER-GEROTOR,QM665200,김OO,84,2,2
9,4500010002,90,DO2026000002,9,,MD000525,"Tongue Shim-L, MK3000",QM665200,김OO,90,2,2
10,4500010002,100,DO2026000002,10,,MD000526,"Tongue Shim-R, MK3000",QM665200,박OO,70,2,2
11,4500010002,110,DO2026000002,11,,MD000763,ORIFICE_PLATE*TUBE 1/4_D0.8_SUS304_NONE,QM665200,장OO,54,2,2
12,4500010002,120,DO2026000002,12,,MD000820,HOLDER_PISTON RING_ID35.0*OD44.6*L16.16_12L14_NONE,QM665200,장OO,29,2,2
13,4500010002,130,DO2026000002,13,,MD000823,RETAINER_BEARING_MK1400 REV-3_6207_S45C_NONE,QM665200,박OO,58,2,2
14,4500010002,140,DO2026000002,14,,MD000854,OIL RING_6214_S45C_NONE,QM665200,김OO,76,2,2
15,4500010002,150,DO2026000002,15,,MD000999,DUCT_OIL SPLASH GEAR SIDE_WS1001_A6061_NONE,QM665200,이OO,36,2,2
16,4500010002,160,DO2026000002,16,,MD001003,DUCT_OIL SPLASH MOTOR SIDE_WS1001_A6061_NONE,QM665200,박OO,1,2,2
17,4500010002,170,DO2026000002,17,,MD001004,DUCT_OIL SPLASH MOTOR SIDE_WS501_A6061_NONE,QM665200,박OO,98,2,2
18,4500010002,180,DO2026000002,18,,MD001005,DUCT_OIL SPLASH GEAR SIDE_WS501_A6061_NONE,QM665200,박OO,21,2,2
