Unnamed: 0,NO,발주번호,발주순번,납품번호,납품순번,추적요청번호,품번,품명,S/N관리 여부,출하승인자,납품수량,Box당 수량,출력 바코드 수
,1,4500010064,10,DO2026000064,1,,MD000525,"Tongue Shim-L, MK3000",QM665200,장OO,64,64,64
,2,4500010064,20,DO2026000064,2,,MD000526,"Tongue Shim-R, MK3000",QM665200,김OO,64,64,64
,3,4500010064,30,DO2026000064,3,,MD000763,ORIFICE_PLATE*TUBE 1/4_D0.8_SUS304_NONE,QM665200,이OO,64,64,64
,4,4500010064,40,DO2026000064,4,,MD000820,HOLDER_PISTON RING_ID35.0*OD44.6*L16.16_12L14_NONE,QM665200,박OO,64,64,64
,5,4500010064,50,DO2026000064,5,,MD000823,RETAINER_BEARING_MK1400 REV-3_6207_S45C_NONE,QM665200,이OO,64,64,64
,6,4500010064,60,DO2026000064,6,,MD000854,OIL RING_6214_S45C_NONE,QM665200,이OO,64,64,64
,7,4500010064,70,DO2026000064,7,,MD000999,DUCT_OIL SPLASH GEAR SIDE_WS1001_A6061_NONE,QM665200,박OO,64,64,64
,8,4500010064,80,DO2026000064,8,,MD001003,DUCT_OIL SPLASH MOTOR SIDE_WS1001_A6061_NONE,QM665200,김OO,64,64,64
,9,4500010064,90,DO2026000064,9,,MD001004,DUCT_OIL SPLASH MOTOR SIDE_WS501_A6061_NONE,QM665200,박OO,64,64,64
,10,4500010064,100,DO2026000064,10,,MD001005,DUCT_OIL SPLASH GEAR SIDE_WS501_A6061_NONE,QM665200,김OO,64,64,64
,11,4500010064,110,DO2026000064,11,,MD001007,DUCT_OIL SPLASH MOTOR SIDE_WS2001_A6061_NONE,QM665200,김OO,64,64,64
,12,4500010064,120,DO2026000064,12,,SA000795,GEROTOR_SMF5030_비전분말야금,QM665200,이OO,64,64,64
,13,4500010064,130,DO2026000064,13,,MD000195,"Slinger, HD300 DE Rotor, 20.280mm, 12L14",QM665200,장OO,64,64,64
,14,4500010064,140,DO2026000064,14,,MD000196,"Slinger, HD300 DE Rotor, 20.320mm, 12L14",QM665200,박OO,64,64,64
,15,4500010064,150,DO2026000064,15,,MD000197,"Retainer, RD700 NDE Bearing",QM665200,이OO,64,64,64
,16,4500010064,160,DO2026000064,16,,MD000267,"Key, RD900 22kW Rotator",QM665200,박OO,64,64,64
,17,4500010064,170,DO2026000064,17,,MD000268,"Ring, RD900/MK3000 Motor Rotator Spacer",QM665200,김OO,64,64,64
,18,4500010064,180,DO2026000064,18,,MD000269,"Pusher, RD900 Rotator",QM665200,이OO,64,64,64
,19,4500010064,190,DO2026000064,19,,MD000284,"Plate, RD900 Bypass 2-4 Stage",QM665200,이OO,64,64,64
,20,4500010064,200,DO2026000064,20,,MD000285,PLATE_BYPASS_RD900_1-2 STAGE_SUS304_NONE,QM665200,김OO,64,64,64
