Unnamed: 0,NO,발주번호,발주순번,납품번호,납품순번,추적요청번호,품번,품명,S/N관리 여부,출하승인자,납품수량,Box당 수량,출력 바코드 수
,1,4500010079,10,DO2026000079,1,,MD000267,"Key, RD900 22kW Rotator",QM665200,박OO,79,79,79
,2,4500010079,20,DO2026000079,2,,MD000268,"Ring, RD900/MK3000 Motor Rotator Spacer",QM665200,이OO,79,79,79
,3,4500010079,30,DO2026000079,3,,MD000269,"Pusher, RD900 Rotator",QM665200,박OO,79,79,79
,4,4500010079,40,DO2026000079,4,,MD000284,"Plate, RD900 Bypass 2-4 Stage",QM665200,이OO,79,79,79
,5,4500010079,50,DO2026000079,5,,MD000285,PLATE_BYPASS_RD900_1-2 STAGE_SUS304_NONE,QM665200,김OO,79,79,79
,6,4500010079,60,DO2026000079,6,,MD000292,RETAINER_BEARING_5211_S45C_NONE,QM665200,이OO,79,79,79
,7,4500010079,70,DO2026000079,7,,MD000337,PUSHER-SPLASHER,QM665200,장OO,79,79,79
,8,4500010079,80,DO2026000079,8,,MD000338,"DISC PUSHER, MOTOR KEY TYPE",QM665200,박OO,79,79,79
,9,4500010079,90,DO2026000079,9,,MD000379,"Oil Feed Block, DD105-255, A6061-T6",QM665200,장OO,79,79,79
,10,4500010079,100,DO2026000079,10,,MD000667,"SPLASH, RING",QM665200,장OO,79,79,79
,11,4500010079,110,DO2026000079,11,,MD000720,"Oil Feed Block, DD 1855PW (MD000720)",QM665200,박OO,79,79,79
,12,4500010079,120,DO2026000079,12,,MD000906,BLOCK_DD100KHF_BASE_A6061_NONE,QM665200,장OO,79,79,79
,13,4500010079,130,DO2026000079,13,,MD000912,COLUMN_SUPPORT_XD1800_OD40.0*L26.0-M8_SUS316_NONE,QM665200,장OO,79,79,79
,14,4500010079,140,DO2026000079,14,,MD000964,SLINGER_ID40.0*D74.0*L22.0_HD2000EM_S45C_NONE,QM665200,이OO,79,79,79
