Unnamed: 0,NO,발주번호,발주순번,납품번호,납품순번,추적요청번호,품번,품명,S/N관리 여부,출하승인자,납품수량,Box당 수량,출력 바코드 수
,1,4500010078,10,DO2026000078,1,,MD000763,ORIFICE_PLATE*TUBE 1/4_D0.8_SUS304_NONE,QM665200,장OO,78,78,78
,2,4500010078,20,DO2026000078,2,,MD000820,HOLDER_PISTON RING_ID35.0*OD44.6*L16.16_12L14_NONE,QM665200,이OO,78,78,78
,3,4500010078,30,DO2026000078,3,,MD000823,RETAINER_BEARING_MK1400 REV-3_6207_S45C_NONE,QM665200,김OO,78,78,78
,4,4500010078,40,DO2026000078,4,,MD000854,OIL RING_6214_S45C_NONE,QM665200,박OO,78,78,78
,5,4500010078,50,DO2026000078,5,,MD000999,DUCT_OIL SPLASH GEAR SIDE_WS1001_A6061_NONE,QM665200,이OO,78,78,78
,6,4500010078,60,DO2026000078,6,,MD001003,DUCT_OIL SPLASH MOTOR SIDE_WS1001_A6061_NONE,QM665200,장OO,78,78,78
,7,4500010078,70,DO2026000078,7,,MD001004,DUCT_OIL SPLASH MOTOR SIDE_WS501_A6061_NONE,QM665200,김OO,78,78,78
,8,4500010078,80,DO2026000078,8,,MD001005,DUCT_OIL SPLASH GEAR SIDE_WS501_A6061_NONE,QM665200,김OO,78,78,78
,9,4500010078,90,DO2026000078,9,,MD001007,DUCT_OIL SPLASH MOTOR SIDE_WS2001_A6061_NONE,QM665200,장OO,78,78,78
,10,4500010078,100,DO2026000078,10,,SA000795,GEROTOR_SMF5030_비전분말야금,QM665200,장OO,78,78,78
,11,4500010078,110,DO2026000078,11,,MD000195,"Slinger, HD300 DE Rotor, 20.280mm, 12L14",QM665200,장OO,78,78,78
,12,4500010078,120,DO2026000078,12,,MD000196,"Slinger, HD300 DE Rotor, 20.320mm, 12L14",QM665200,박OO,78,78,78
,13,4500010078,130,DO2026000078,13,,MD000197,"Retainer, RD700 NDE Bearing",QM665200,이OO,78,78,78
