Unnamed: 0,NO,발주번호,발주순번,납품번호,납품순번,추적요청번호,품번,품명,S/N관리 여부,출하승인자,납품수량,Box당 수량,출력 바코드 수
,1,4500010083,10,DO2026000083,1,,MD000339,"Spacer, MK1400 Motor Rotator",QM665200,김OO,83,83,83
,2,4500010083,20,DO2026000083,2,,MD000348,"Pusher, MK3000 Splasher",QM665200,박OO,83,83,83
,3,4500010083,30,DO2026000083,3,,MD000427,COVER-GEROTOR,QM665200,이OO,83,83,83
,4,4500010083,40,DO2026000083,4,,MD000525,"Tongue Shim-L, MK3000",QM665200,김OO,83,83,83
,5,4500010083,50,DO2026000083,5,,MD000526,"Tongue Shim-R, MK3000",QM665200,박OO,83,83,83
,6,4500010083,60,DO2026000083,6,,MD000763,ORIFICE_PLATE*TUBE 1/4_D0.8_SUS304_NONE,QM665200,장OO,83,83,83
,7,4500010083,70,DO2026000083,7,,MD000820,HOLDER_PISTON RING_ID35.0*OD44.6*L16.16_12L14_NONE,QM665200,장OO,83,83,83
,8,4500010083,80,DO2026000083,8,,MD000823,RETAINER_BEARING_MK1400 REV-3_6207_S45C_NONE,QM665200,장OO,83,83,83
,9,4500010083,90,DO2026000083,9,,MD000854,OIL RING_6214_S45C_NONE,QM665200,장OO,83,83,83
,10,4500010083,100,DO2026000083,10,,MD000999,DUCT_OIL SPLASH GEAR SIDE_WS1001_A6061_NONE,QM665200,이OO,83,83,83
,11,4500010083,110,DO2026000083,11,,MD001003,DUCT_OIL SPLASH MOTOR SIDE_WS1001_A6061_NONE,QM665200,장OO,83,83,83
,12,4500010083,120,DO2026000083,12,,MD001004,DUCT_OIL SPLASH MOTOR SIDE_WS501_A6061_NONE,QM665200,이OO,83,83,83
,13,4500010083,130,DO2026000083,13,,MD001005,DUCT_OIL SPLASH GEAR SIDE_WS501_A6061_NONE,QM665200,김OO,83,83,83
,14,4500010083,140,DO2026000083,14,,MD001007,DUCT_OIL SPLASH MOTOR SIDE_WS2001_A6061_NONE,QM665200,장OO,83,83,83
,15,4500010083,150,DO2026000083,15,,SA000795,GEROTOR_SMF5030_비전분말야금,QM665200,장OO,83,83,83
,16,4500010083,160,DO2026000083,16,,MD000195,"Slinger, HD300 DE Rotor, 20.280mm, 12L14",QM665200,박OO,83,83,83
