Unnamed: 0,NO,발주번호,발주순번,납품번호,납품순번,추적요청번호,품번,품명,S/N관리 여부,출하승인자,납품수량,Box당 수량,출력 바코드 수
,1,4500010075,10,DO2026000075,1,,MD001319,SPACER_IPEL_SPLASH DISK_HD200_A6061_NONE,QM665200,이OO,75,75,75
,2,4500010075,20,DO2026000075,2,,803A030,Stud BOLT,QM665200,박OO,75,75,75
,3,4500010075,30,DO2026000075,3,,MC000001,"Adapter, HD4500 Rev2 Casting Type",QM665200,이OO,75,75,75
,4,4500010075,40,DO2026000075,4,,MC000004,"Adapter, HD5500 Casting Type",QM665200,박OO,75,75,75
,5,4500010075,50,DO2026000075,5,,MC000005,"Adaptor, HD2400/3000 BP To DP Casting Type, None, GC250",QM665200,박OO,75,75,75
,6,4500010075,60,DO2026000075,6,,MC000006,"Adapter, RD3009L Casting Type",QM665200,김OO,75,75,75
,7,4500010075,70,DO2026000075,7,,MC000013,"Adaptor, XD1200 DP To BP Casting Type.",QM665200,박OO,75,75,75
,8,4500010075,80,DO2026000075,8,,MC000014,"Adaptor, HD3000 BP To DP Casting Type, None, GC250",QM665200,이OO,75,75,75
,9,4500010075,90,DO2026000075,9,,MC000573,ADAPTOR,QM665200,김OO,75,75,75
,10,4500010075,100,DO2026000075,10,,MC000574,ADAPTOR,QM665200,이OO,75,75,75
,11,4500010075,110,DO2026000075,11,,MC000748,Adaptor_BP TO DP_HD3500 GEN-1_CASTING,QM665200,김OO,75,75,75
,12,4500010075,120,DO2026000075,12,,MC000798,ADAPTOR,QM665200,장OO,75,75,75
