NO,발주번호,발주순번,납품번호,납품순번,추적요청번호,품번,품명,S/N관리 여부,출하승인자,납품수량,Box당 수량,출력 바코드 수
1,4500010017,10,DO2026000017,1,,MD001007,DUCT_OIL SPLASH MOTOR SIDE_WS2001_A6061_NONE,QM665200,박OO,64,17,17
2,4500010017,20,DO2026000017,2,,SA000795,GEROTOR_SMF5030_비전분말야금,QM665200,이OO,100,17,17
3,4500010017,30,DO2026000017,3,,MD000195,"Slinger, HD300 DE Rotor, 20.280mm, 12L14",QM665200,이OO,94,17,17
4,4500010017,40,DO2026000017,4,,MD000196,"Slinger, HD300 DE Rotor, 20.320mm, 12L14",QM665200,장OO,47,17,17
5,4500010017,50,DO2026000017,5,,MD000197,"Retainer, RD700 NDE Bearing",QM665200,김OO,92,17,17
6,4500010017,60,DO2026000017,6,,MD000267,"Key, RD900 22kW Rotator",QM665200,이OO,56,17,17
7,4500010017,70,DO2026000017,7,,MD000268,"Ring, RD900/MK3000 Motor Rotator Spacer",QM665200,박OO,6,17,17
8,4500010017,80,DO2026000017,8,,MD000269,"Pusher, RD900 Rotator",QM665200,김OO,61,17,17
9,4500010017,90,DO2026000017,9,,MD000284,"Plate, RD900 Bypass 2-4 Stage",QM665200,박OO,54,17,17
10,4500010017,100,DO2026000017,10,,MD000285,PLATE_BYPASS_RD900_1-2 STAGE_SUS304_NONE,QM665200,장OO,78,17,17
11,4500010017,110,DO2026000017,11,,MD000292,RETAINER_BEARING_5211_S45C_NONE,QM665200,김OO,100,17,17
12,4500010017,120,DO2026000017,12,,MD000337,PUSHER-SPLASHER,QM665200,김OO,11,17,17
13,4500010017,130,DO2026000017,13,,MD000338,"DISC PUSHER, MOTOR KEY TYPE",QM665200,이OO,46,17,17
14,4500010017,140,DO2026000017,14,,MD000379,"Oil Feed Block, DD105-255, A6061-T6",QM665200,이OO,17,17,17
15,4500010017,150,DO2026000017,15,,MD000667,"SPLASH, RING",QM665200,박OO,83,17,17
