NO,발주번호,발주순번,납품번호,납품순번,추적요청번호,품번,품명,S/N관리 여부,출하승인자,납품수량,Box당 수량,출력 바코드 수
1,4500010011,10,DO2026000011,1,,MD000025,"Plate Water Jacket Rotor Housing, SUS304, DD105",QM665200,김OO,5,11,11
2,4500010011,20,DO2026000011,2,,MD000262,"Retainer, RD700 NDE Bearing",QM665200,장OO,37,11,11
3,4500010011,30,DO2026000011,3,,MD000314,BEARING STOPPER,QM665200,장OO,90,11,11
4,4500010011,40,DO2026000011,4,,MD000315,"OIL RING, PUSHER",QM665200,김OO,98,11,11
5,4500010011,50,DO2026000011,5,,MD000318,PUSHER-SPLASHER,QM665200,김OO,19,11,11
6,4500010011,60,DO2026000011,6,,MD000339,"Spacer, MK1400 Motor Rotator",QM665200,김OO,60,11,11
7,4500010011,70,DO2026000011,7,,MD000348,"Pusher, MK3000 Splasher",QM665200,박OO,48,11,11
8,4500010011,80,DO2026000011,8,,MD000427,COVER-GEROTOR,QM665200,김OO,86,11,11
9,4500010011,90,DO2026000011,9,,MD000525,"Tongue Shim-L, MK3000",QM665200,이OO,90,11,11
10,4500010011,100,DO2026000011,10,,MD000526,"Tongue Shim-R, MK3000",QM665200,김OO,13,11,11
11,4500010011,110,DO2026000011,11,,MD000763,ORIFICE_PLATE*TUBE 1/4_D0.8_SUS304_NONE,QM665200,박OO,59,11,11
12,4500010011,120,DO2026000011,12,,MD000820,HOLDER_PISTON RING_ID35.0*OD44.6*L16.16_12L14_NONE,QM665200,김OO,77,11,11
13,4500010011,130,DO2026000011,13,,MD000823,RETAINER_BEARING_MK1400 REV-3_6207_S45C_NONE,QM665200,이OO,64,11,11
14,4500010011,140,DO2026000011,14,,MD000854,OIL RING_6214_S45C_NONE,QM665200,김OO,78,11,11
15,4500010011,150,DO2026000011,15,,MD000999,DUCT_OIL SPLASH GEAR SIDE_WS1001_A6061_NONE,QM665200,김OO,3,11,11
16,4500010011,160,DO2026000011,16,,MD001003,DUCT_OIL SPLASH MOTOR SIDE_WS1001_A6061_NONE,QM665200,장OO,66,11,11
17,4500010011,170,DO2026000011,17,,MD001004,DUCT_OIL SPLASH MOTOR SIDE_WS501_A6061_NONE,QM665200,박OO,56,11,11
18,4500010011,180,DO2026000011,18,,MD001005,DUCT_OIL SPLASH GEAR SIDE_WS501_A6061_NONE,QM665200,박OO,74,11,11
19,4500010011,190,DO2026000011,19,,MD001007,DUCT_OIL SPLASH MOTOR SIDE_WS2001_A6061_NONE,QM665200,장OO,48,11,11
