NO,발주번호,발주순번,납품번호,납품순번,추적요청번호,품번,품명,S/N관리 여부,출하승인자,납품수량,Box당 수량,출력 바코드 수
1,4500010014,10,DO2026000014,1,,MC000574,ADAPTOR,QM665200,김OO,8,14,14
2,4500010014,20,DO2026000014,2,,MC000748,Adaptor_BP TO DP_HD3500 GEN-1_CASTING,QM665200,김OO,22,14,14
3,4500010014,30,DO2026000014,3,,MC000798,ADAPTOR,QM665200,장OO,38,14,14
4,4500010014,40,DO2026000014,4,,MC000819,ADAPTOR_BP TO DP_HD3000 GEN-1 (수리용)_CASTING_GCD450_PAINT,QM665200,김OO,36,14,14
5,4500010014,50,DO2026000014,5,,MD000045,ADAPTOR_GEAR*FORCED DRIVE_DD_S45C_NONE,QM665200,이OO,10,14,14
6,4500010014,60,DO2026000014,6,,MD000097,"Cover, HD NDEC Filter, 109x127x5t, S45C",QM665200,이OO,67,14,14
7,4500010014,70,DO2026000014,7,,MD000115,"Retainer, HD DE Bearing, S45C",QM665200,박OO,80,14,14
8,4500010014,80,DO2026000014,8,,MD000184,"Slinger, HD550 Rev1 Motor Side",QM665200,장OO,14,14,14
9,4500010014,90,DO2026000014,9,,MD000185,"Slinger, HD550 Rev1 Gear Side",QM665200,박OO,75,14,14
10,4500010014,100,DO2026000014,10,,MD000187,"Holder, HD550 Rev1 Piston Ring Motor Side",QM665200,장OO,84,14,14
11,4500010014,110,DO2026000014,11,,MD000188,"Holder, HD550 Rev1 Piston Ring Gear Side",QM665200,장OO,84,14,14
