NO,발주번호,발주순번,납품번호,납품순번,추적요청번호,품번,품명,S/N관리 여부,출하승인자,납품수량,Box당 수량,출력 바코드 수
1,4500010018,10,DO2026000018,1,,MD000720,"Oil Feed Block, DD 1855PW (MD000720)",QM665200,박OO,12,18,18
2,4500010018,20,DO2026000018,2,,MD000906,BLOCK_DD100KHF_BASE_A6061_NONE,QM665200,장OO,86,18,18
3,4500010018,30,DO2026000018,3,,MD000912,COLUMN_SUPPORT_XD1800_OD40.0*L26.0-M8_SUS316_NONE,QM665200,장OO,94,18,18
4,4500010018,40,DO2026000018,4,,MD000964,SLINGER_ID40.0*D74.0*L22.0_HD2000EM_S45C_NONE,QM665200,장OO,20,18,18
5,4500010018,50,DO2026000018,5,,MD001105,SLINGER_ID40.0*D74.0*L22.0_사각 GROOVE_HD2000EM_S45C_NONE,QM665200,김OO,74,18,18
6,4500010018,60,DO2026000018,6,,MD001174,"BODY_I-PEL_HD550 SHAFT(Y, NDE)_G1/4''*L17_S45C_NONE",QM665200,박OO,40,18,18
7,4500010018,70,DO2026000018,7,,MD001319,SPACER_IPEL_SPLASH DISK_HD200_A6061_NONE,QM665200,장OO,14,18,18
8,4500010018,80,DO2026000018,8,,803A030,Stud BOLT,QM665200,김OO,89,18,18
9,4500010018,90,DO2026000018,9,,MC000001,"Adapter, HD4500 Rev2 Casting Type",QM665200,김OO,69,18,18
10,4500010018,100,DO2026000018,10,,MC000004,"Adapter, HD5500 Casting Type",QM665200,김OO,55,18,18
