NO,발주번호,발주순번,납품번호,납품순번,추적요청번호,품번,품명,S/N관리 여부,출하승인자,납품수량,Box당 수량,출력 바코드 수
1,4500010023,10,DO2026000023,1,,MD000720,"Oil Feed Block, DD 1855PW (MD000720)",QM665200,박OO,44,23,23
2,4500010023,20,DO2026000023,2,,MD000906,BLOCK_DD100KHF_BASE_A6061_NONE,QM665200,김OO,37,23,23
3,4500010023,30,DO2026000023,3,,MD000912,COLUMN_SUPPORT_XD1800_OD40.0*L26.0-M8_SUS316_NONE,QM665200,이OO,80,23,23
4,4500010023,40,DO2026000023,4,,MD000964,SLINGER_ID40.0*D74.0*L22.0_HD2000EM_S45C_NONE,QM665200,박OO,21,23,23
5,4500010023,50,DO2026000023,5,,MD001105,SLINGER_ID40.0*D74.0*L22.0_사각 GROOVE_HD2000EM_S45C_NONE,QM665200,이OO,15,23,23
6,4500010023,60,DO2026000023,6,,MD001174,"BODY_I-PEL_HD550 SHAFT(Y, NDE)_G1/4''*L17_S45C_NONE",QM665200,박OO,66,23,23
7,4500010023,70,DO2026000023,7,,MD001319,SPACER_IPEL_SPLASH DISK_HD200_A6061_NONE,QM665200,장OO,9,23,23
8,4500010023,80,DO2026000023,8,,803A030,Stud BOLT,QM665200,장OO,76,23,23
9,4500010023,90,DO2026000023,9,,MC000001,"Adapter, HD4500 Rev2 Casting Type",QM665200,장OO,13,23,23
10,4500010023,100,DO2026000023,10,,MC000004,"Adapter, HD5500 Casting Type",QM665200,장OO,35,23,23
11,4500010023,110,DO2026000023,11,,MC000005,"Adaptor, HD2400/3000 BP To DP Casting Type, None, GC250",QM665200,김OO,41,23,23
12,4500010023,120,DO2026000023,12,,MC000006,"Adapter, RD3009L Casting Type",QM665200,장OO,14,23,23
13,4500010023,130,DO2026000023,13,,MC000013,"Adaptor, XD1200 DP To BP Casting Type.",QM665200,장OO,81,23,23
14,4500010023,140,DO2026000023,14,,MC000014,"Adaptor, HD3000 BP To DP Casting Type, None, GC250",QM665200,박OO,38,23,23
15,4500010023,150,DO2026000023,15,,MC000573,ADAPTOR,QM665200,김OO,5,23,23
16,4500010023,160,DO2026000023,16,,MC000574,ADAPTOR,QM665200,박OO,45,23,23
