NO,발주번호,발주순번,납품번호,납품순번,추적요청번호,품번,품명,S/N관리 여부,출하승인자,납품수량,Box당 수량,출력 바코드 수
1,4500010020,10,DO2026000020,1,,MD000184,"Slinger, HD550 Rev1 Motor Side",QM665200,이OO,44,20,20
2,4500010020,20,DO2026000020,2,,MD000185,"Slinger, HD550 Rev1 Gear Side",QM665200,장OO,16,20,20
3,4500010020,30,DO2026000020,3,,MD000187,"Holder, HD550 Rev1 Piston Ring Motor Side",QM665200,장OO,92,20,20
4,4500010020,40,DO2026000020,4,,MD000188,"Holder, HD550 Rev1 Piston Ring Gear Side",QM665200,박OO,69,20,20
5,4500010020,50,DO2026000020,5,,MD000190,"Slinger, HD DE, 15.240±0.005",QM665200,박OO,64,20,20
6,4500010020,60,DO2026000020,6,,MD001146,RING_LABYRINTH_ID50.00*OD70.00*L11.2_S45C_NONE,QM665200,장OO,34,20,20
7,4500010020,70,DO2026000020,7,,MD001147,SLINGER_ID40.02*OD49.6*L15.260_S45C_NONE,QM665200,이OO,97,20,20
8,4500010020,80,DO2026000020,8,,MD001155,SLINGER_ID30.0*OD56.4*L10.1_S45C_NONE,QM665200,이OO,90,20,20
9,4500010020,90,DO2026000020,9,,MD000266,LOCK NUT_FORCED DRIVE_M45X1.5P,QM665200,장OO,59,20,20
10,4500010020,100,DO2026000020,10,,MD000326,"Oil Ring, MK700 Rev.2, S45C",QM665200,박OO,44,20,20
11,4500010020,110,DO2026000020,11,,MD000333,BEARING STOPPER,QM665200,박OO,50,20,20
12,4500010020,120,DO2026000020,12,,MD000344,"Retainer, MK3000 Bearing",QM665200,이OO,12,20,20
13,4500010020,130,DO2026000020,13,,MD000345,"OIL RING, Pusher, MK3000",QM665200,박OO,92,20,20
14,4500010020,140,DO2026000020,14,,MD000060,BLOCK_TUBE SUPPORT LOWER_3/8_A6061_NONE,QM665200,이OO,5,20,20
15,4500010020,150,DO2026000020,15,,MD000061,BLOCK_TUBE SUPPORT UPPER_3/8_A6061_NONE,QM665200,김OO,12,20,20
16,4500010020,160,DO2026000020,16,,MD000062,"Orifice, Tube Type, D0.3 Tube 1/4",QM665200,장OO,92,20,20
17,4500010020,170,DO2026000020,17,,MD000011,"Plate Water Jacket Rotor Housing, DD255",QM665200,박OO,27,20,20
18,4500010020,180,DO2026000020,18,,MD000025,"Plate Water Jacket Rotor Housing, SUS304, DD105",QM665200,김OO,87,20,20
19,4500010020,190,DO2026000020,19,,MD000262,"Retainer, RD700 NDE Bearing",QM665200,이OO,52,20,20
