NO,발주번호,발주순번,납품번호,납품순번,추적요청번호,품번,품명,S/N관리 여부,출하승인자,납품수량,Box당 수량,출력 바코드 수
1,4500010022,10,DO2026000022,1,,MD001007,DUCT_OIL SPLASH MOTOR SIDE_WS2001_A6061_NONE,QM665200,박OO,100,22,22
2,4500010022,20,DO2026000022,2,,SA000795,GEROTOR_SMF5030_비전분말야금,QM665200,장OO,66,22,22
3,4500010022,30,DO2026000022,3,,MD000195,"Slinger, HD300 DE Rotor, 20.280mm, 12L14",QM665200,박OO,89,22,22
4,4500010022,40,DO2026000022,4,,MD000196,"Slinger, HD300 DE Rotor, 20.320mm, 12L14",QM665200,김OO,39,22,22
5,4500010022,50,DO2026000022,5,,MD000197,"Retainer, RD700 NDE Bearing",QM665200,박OO,89,22,22
6,4500010022,60,DO2026000022,6,,MD000267,"Key, RD900 22kW Rotator",QM665200,이OO,82,22,22
7,4500010022,70,DO2026000022,7,,MD000268,"Ring, RD900/MK3000 Motor Rotator Spacer",QM665200,박OO,49,22,22
8,4500010022,80,DO2026000022,8,,MD000269,"Pusher, RD900 Rotator",QM665200,박OO,76,22,22
9,4500010022,90,DO2026000022,9,,MD000284,"Plate, RD900 Bypass 2-4 Stage",QM665200,이OO,52,22,22
10,4500010022,100,DO2026000022,10,,MD000285,PLATE_BYPASS_RD900_1-2 STAGE_SUS304_NONE,QM665200,김OO,99,22,22
11,4500010022,110,DO2026000022,11,,MD000292,RETAINER_BEARING_5211_S45C_NONE,QM665200,김OO,89,22,22
12,4500010022,120,DO2026000022,12,,MD000337,PUSHER-SPLASHER,QM665200,장OO,86,22,22
13,4500010022,130,DO2026000022,13,,MD000338,"DISC PUSHER, MOTOR KEY TYPE",QM665200,박OO,42,22,22
14,4500010022,140,DO2026000022,14,,MD000379,"Oil Feed Block, DD105-255, A6061-T6",QM665200,박OO,46,22,22
15,4500010022,150,DO2026000022,15,,MD000667,"SPLASH, RING",QM665200,이OO,10,22,22
