NO,발주번호,발주순번,납품번호,납품순번,추적요청번호,품번,품명,S/N관리 여부,출하승인자,납품수량,Box당 수량,출력 바코드 수
1,4500010029,10,DO2026000029,1,,MD001146,RING_LABYRINTH_ID50.00*OD70.00*L11.2_S45C_NONE,QM665200,이OO,1,29,29
2,4500010029,20,DO2026000029,2,,MD001147,SLINGER_ID40.02*OD49.6*L15.260_S45C_NONE,QM665200,김OO,56,29,29
3,4500010029,30,DO2026000029,3,,MD001155,SLINGER_ID30.0*OD56.4*L10.1_S45C_NONE,QM665200,김OO,36,29,29
4,4500010029,40,DO2026000029,4,,MD000266,LOCK NUT_FORCED DRIVE_M45X1.5P,QM665200,김OO,23,29,29
5,4500010029,50,DO2026000029,5,,MD000326,"Oil Ring, MK700 Rev.2, S45C",QM665200,박OO,89,29,29
6,4500010029,60,DO2026000029,6,,MD000333,BEARING STOPPER,QM665200,이OO,68,29,29
7,4500010029,70,DO2026000029,7,,MD000344,"Retainer, MK3000 Bearing",QM665200,장OO,81,29,29
8,4500010029,80,DO2026000029,8,,MD000345,"OIL RING, Pusher, MK3000",QM665200,김OO,87,29,29
9,4500010029,90,DO2026000029,9,,MD000060,BLOCK_TUBE SUPPORT LOWER_3/8_A6061_NONE,QM665200,박OO,25,29,29
10,4500010029,100,DO2026000029,10,,MD000061,BLOCK_TUBE SUPPORT UPPER_3/8_A6061_NONE,QM665200,김OO,8,29,29
11,4500010029,110,DO2026000029,11,,MD000062,"Orifice, Tube Type, D0.3 Tube 1/4",QM665200,장OO,36,29,29
12,4500010029,120,DO2026000029,12,,MD000011,"Plate Water Jacket Rotor Housing, DD255",QM665200,장OO,62,29,29
