NO,발주번호,발주순번,납품번호,납품순번,추적요청번호,품번,품명,S/N관리 여부,출하승인자,납품수량,Box당 수량,출력 바코드 수
1,4500010012,10,DO2026000012,1,,SA000795,GEROTOR_SMF5030_비전분말야금,QM665200,장OO,80,12,12
2,4500010012,20,DO2026000012,2,,MD000195,"Slinger, HD300 DE Rotor, 20.280mm, 12L14",QM665200,이OO,71,12,12
3,4500010012,30,DO2026000012,3,,MD000196,"Slinger, HD300 DE Rotor, 20.320mm, 12L14",QM665200,장OO,97,12,12
4,4500010012,40,DO2026000012,4,,MD000197,"Retainer, RD700 NDE Bearing",QM665200,이OO,56,12,12
5,4500010012,50,DO2026000012,5,,MD000267,"Key, RD900 22kW Rotator",QM665200,박OO,51,12,12
6,4500010012,60,DO2026000012,6,,MD000268,"Ring, RD900/MK3000 Motor Rotator Spacer",QM665200,이OO,23,12,12
7,4500010012,70,DO2026000012,7,,MD000269,"Pusher, RD900 Rotator",QM665200,장OO,8,12,12
8,4500010012,80,DO2026000012,8,,MD000284,"Plate, RD900 Bypass 2-4 Stage",QM665200,장OO,14,12,12
9,4500010012,90,DO2026000012,9,,MD000285,PLATE_BYPASS_RD900_1-2 STAGE_SUS304_NONE,QM665200,이OO,16,12,12
10,4500010012,100,DO2026000012,10,,MD000292,RETAINER_BEARING_5211_S45C_NONE,QM665200,장OO,49,12,12
11,4500010012,110,DO2026000012,11,,MD000337,PUSHER-SPLASHER,QM665200,장OO,20,12,12
12,4500010012,120,DO2026000012,12,,MD000338,"DISC PUSHER, MOTOR KEY TYPE",QM665200,이OO,13,12,12
13,4500010012,130,DO2026000012,13,,MD000379,"Oil Feed Block, DD105-255, A6061-T6",QM665200,박OO,21,12,12
14,4500010012,140,DO2026000012,14,,MD000667,"SPLASH, RING",QM665200,김OO,66,12,12
15,4500010012,150,DO2026000012,15,,MD000720,"Oil Feed Block, DD 1855PW (MD000720)",QM665200,장OO,64,12,12
16,4500010012,160,DO2026000012,16,,MD000906,BLOCK_DD100KHF_BASE_A6061_NONE,QM665200,김OO,17,12,12
17,4500010012,170,DO2026000012,17,,MD000912,COLUMN_SUPPORT_XD1800_OD40.0*L26.0-M8_SUS316_NONE,QM665200,박OO,99,12,12
18,4500010012,180,DO2026000012,18,,MD000964,SLINGER_ID40.0*D74.0*L22.0_HD2000EM_S45C_NONE,QM665200,김OO,50,12,12
19,4500010012,190,DO2026000012,19,,MD001105,SLINGER_ID40.0*D74.0*L22.0_사각 GROOVE_HD2000EM_S45C_NONE,QM665200,이OO,77,12,12
